//Rank,User,Team,Points,Played,Combined,Best
493,BakerDan,Thedford Lumberjacks,17,13,1382,8
494,BeatleBoy911,B-Town Nasty Boyz,17,13,1504,23
495,FongQ,Taiwan No.1,17,15,1579,33
496,bksenior,Canasty Street Weirdos,17,16,1526,14
497,Itealo55,Itealo GameGetters,17,18,2382,16
498,Constabie,Numenor Faithful,17,19,1401,15
499,MMCOLDAGAIN,City Hospital Doctors,17,20,2507,12
500,Vialabo,El Vampiro Ankle Biters,17,23,2886,30
501,hipandkneedoc,Asbury Springboks,17,25,3673,21
502,boomer70,Winnipeg Golden Knights,16,2,75,5
503,nightsong,Indo Nightsongs,16,3,269,6
504,MrPinchy,Jamaica AArdvarks,16,4,238,3
505,Infractor,Halifax Citadels,16,4,320,6
506,darkdimension,Dormammu Disciples,16,5,544,4
507,jimmynova,Arizona Shade,16,5,661,7
508,mdweible,Idaho Vandals,16,6,570,9
509,MJBreit,Tulsa Doom,16,6,711,11
510,AnthonyP,Steady Swing Centurions,16,9,781,24
511,theroc44,New York Titans,16,10,885,11
512,tkahrska,St. Paul Killer Whales,16,10,1147,13
513,RealVanillaGorilla,Epic Furries,16,10,1192,16
514,KLitke,Hartford Dragons,16,11,1047,13
515,juicemoya,San Francisco Mouth Pounders,16,12,1609,6
516,gidsmoose,Gowanus Canaliers,16,13,1450,27
517,heinrich_wilhelm,Atlanta Combine,16,14,1635,15
518,Mythofdob,Ottawa Hawks,16,15,1853,9
519,CaladranBrood,Wrestling Catfish,16,16,2757,7
520,Thedeityofice-PCK,Pittsburgh Ironmen - PCK,16,18,2364,24
521,BigDonkey,Triad Junkies,16,20,2679,18
522,offseasonblues,DS Niners,16,20,3138,7
523,Dylan1990,Deep 13 Mad Scientists,16,22,1953,18
524,PSYCHOG,Fishhawk Freedom,15,1,5,5
525,stuindayton,Little River Gold Sox,15,1,5,5
526,Succubus_Amber,Philadelphia Succubi,15,1,8,8
527,MadDog92,Mad Smashers,15,2,85,4
528,Bcmarsh,St. Louis Browns,15,2,91,4
529,corbino77,Moncton Mosquitos,15,8,971,13
530,TheWAX,Gwang Ju Confusion,15,9,1015,17
531,ItzNorCally,Humboldt Bay Clams,15,10,1337,14
532,Primo_Fizz,Scottish Claymores,15,11,1200,21
533,tbowen,Virginia Thunderbolts,15,12,1455,24
534,HippoPlaysBaseball,Puyallup Bloat,15,13,1862,13
535,DocBear,Knockemstiff Golden Horde,15,15,1766,17
536,Briar,Bumpass Donkeys,15,17,1595,19
537,crouton215,Chicago Crouton Crushers,15,18,2182,13
538,cakester5000,Montana Cakester,15,25,3991,21
539,cmorr,Parma Red Passion,14,6,557,8
540,MonsterMasher5,Guelph Gryphons,14,6,724,8
541,Aethrik,Clearbrook Hurricane,14,7,896,10
542,Garulf,Clearbrook Belligerence,14,7,961,13
543,KyKy,Bethesda Labradors,14,9,610,6
544,c6dandi,King Street Clubbers,14,10,841,6
545,foghorn33,Strathroy Royals,14,12,1356,18
546,thegreatonex22,Gravity Falls Mysteries,14,13,1159,20
547,jjhels,OKC Black Bears,14,13,1829,16
548,ncc2000,Flint Tropics,14,14,1717,21
549,Lapillus,Halong Seafarers,14,14,1758,16
550,Greenrobin,Hillside Decadents TTC,14,14,1783,26
551,SunnyBurn,Salt Lake Bees,14,16,1989,39
552,chewythewookie,Detroit Wookies PCK,14,16,2155,13
553,Infinite,Murray Giants,14,17,2787,10
554,Xtoforas,Breslau Binturings - HotL,14,18,1880,21
555,randalld,New Barn Spartans,14,19,3051,12
556,Cap_Dew,Carolina Sasquatch,14,21,3317,27
557,Fred_Beretta,HickoryHoller JayBirds,14,29,4918,37
558,Edwon,Huntington Beach Book Banners - HotL,14,30,5090,11
559,dmacgreg,Gonzaga Bulldogs,13,2,34,15
560,mibrox13,Myrtle Beach Mermen,13,3,151,5
561,Fheee,Huntsville Sweet Biscuits,13,3,216,11
562,davemacknis,Tegridy Farms Weed,13,4,219,9
563,Skotrix,Winnipeg Warriors,13,5,401,11
564,flyingsq,Richmond Assassin Squirrels,13,6,302,10
565,chase348,Isleton Tigers,13,7,922,12
566,StephsGrandpaShoes,Tikal Mayans,13,9,421,18
567,UnsaintedTV,Billings Ghosts,13,9,661,9
568,Chappel27,San Francisco Seals,13,10,1093,27
569,thehuseman,Nashua Dodgers,13,12,1257,26
570,malivion,Dewey Decimals,13,12,1546,14
571,chrisfeeley,Bramley Moor South Stand,13,14,1579,16
572,Penji,Salisbury City,13,14,1656,42
573,JonnyPCK,Dry Creek Hillbillies PCK,13,14,1679,18
574,Rothelstein,Dino Nuggets,13,15,2413,21
575,GibsonAC2,Mister Celery,13,21,2517,21
576,Doctor,Green Dirigibles,13,21,3024,20
577,berrybasher2,Trans-Siberian Americans,13,23,3083,36
578,domino,Gamehouse Dominos,12,4,233,11
579,wampeter57,King Street 504s,12,4,339,19
580,Coreydelder,Columbus Arches,12,5,326,18
581,stephen173,Sherbrooke Jaspers,12,5,420,12
582,kah88,South Bend Jackals,12,5,529,16
583,cakh5050,China ICBMs,12,6,566,30
584,Jacket1515,Sixes Tornadoes,12,6,604,15
585,jeffw3000,Beaver Falls Bees,12,6,693,13
586,JayhawkQ,Lawrence Royals,12,8,804,12
587,paochs,The Lou Blues,12,9,997,24
588,NMCher,Kashima Foxes,12,10,1173,20
589,Thehildabeast,Bellevue Butchers,12,11,1061,31
590,akaHoudini,Hunlock Creek Phillies,12,11,1305,32
591,piatesfan79,Bull City Bombers,12,11,1479,24
592,oreamnos,Snohomish Sea Otters,12,12,1444,30
593,jameslhilljr,Barnhart Bandits,12,12,1615,35
594,Evno,Tyler Thumbsmashers,12,14,1997,25
595,matsustrak2,Duarte Daves,12,15,1540,23
596,iamqameron,Portland Roses,12,15,1950,38
597,toastytrost,Morris Mallards,12,21,3070,27
598,fussmucker2,The Oscar Madisox TTC,11,2,69,14
599,Cornelius,Kendall Diamond Cats,11,4,244,26
600,StratMJ99,K-State WildCatz,11,4,333,8
601,kara,Karakorum Riders,11,4,351,5
602,BJS615,Cranjis McBaseball Cranjis,11,4,586,10
603,Dbsilber,Santa Monica Vikings,11,4,602,13
604,STLWes,Busch Whackers,11,5,482,5
605,stl_jason,Waffletown Syrups,11,6,650,24
606,Shodai,Kumamoto Ozeki TBD,11,6,817,12
607,esasky,Dizzy Esasky,11,7,655,18
608,werbenmanjensen1,Freedom Grabbers - HOTL,11,7,724,28
609,AGordon1109,Grace Os,11,8,1284,5
610,howski3318,HWood Griffins,11,10,983,19
611,killgorefish,Happy Cowboys,11,11,1501,28
612,FrankChance,Skandia Truss,11,18,2357,40
613,twipperby,Ypsi Pilots,10,1,5,5
614,Brandon5tewart,Homestead Isotopes,10,1,8,8
615,slider915,Middie Bears,10,1,9,9
616,sully04,Hub City Battle Wings,10,1,16,16
617,mawiffen,Tavistock Baseballersons,10,2,181,9
618,murray88,Moosejaw Moosejaws,10,2,218,13
619,tkinsherf,Boston Dash,10,3,242,6
620,mei,Eastern Throwers,10,4,318,7
621,adamhansolo,Moon Men,10,4,348,29
622,CJStark,Cleveland Vulcs,10,4,419,22
623,rsimon311_27,Edmond Yetis,10,4,499,5
624,DaxPlatinum,Fargo Fall Guys,10,4,536,9
625,Bigphatman87,Brentwood Guggenheims SoM,10,5,195,13
626,fireman131,Avery's Avengers,10,5,222,14
627,William,Duluth Chiefs,10,6,352,10
628,Blacktrip,Beaverton Black Wolves,10,6,663,19
629,coyner32,Staunton Bulldogs,10,6,672,19
630,PooleParty,Tulamben Liberty,10,7,330,12
631,WiggsWearsWigs,Taichung Rock,10,7,421,18
632,frankniro6,Milford Townies,10,9,1172,26
633,Reidwk,Lakeland Titans,10,9,1217,24
634,randycapps,Four Oaks Rebels,10,12,1496,29
635,grizzzz,Buffalo Bisons,10,15,1701,25
636,RoteLaterne,Zwiesel Pandas,10,15,2279,25
637,agile,Chicago Exploding Whales,10,19,2334,48
638,Avitt21,Fuzzy Dunlap,10,20,2451,17
639,Chaotic903,Kansas City Monarchs,9,3,130,24
640,questonme,The Big Lebowskis,9,3,222,29
641,roosephmf,Flint Pheasants,9,5,497,18
642,Chrisbaseball7,Oregon Ducks,9,7,791,18
643,mhilgenkamp1,Fremont Tigers,9,7,859,21
644,soboro,Guemjeong GoldenFishes,9,8,786,28
645,7theaven,Ft. Wayne Rage,9,8,814,24
646,Tek15,Ottawa HammerhE6ds,9,8,1285,19
647,3boomer,Bunker Bushwhackers,9,9,905,18
648,Bbarnett98,Reston Wranglers,9,9,941,28
649,Frosty24,Chicago Cubs,9,9,988,9
650,APB1990,Newcastle Magpies,9,9,1026,36
651,docox388,Twin City ThunderBirds,9,9,1159,11
652,dhartman90,Tampa Smokers,9,9,1162,20
653,Elite_Czar,Lawrence Lions,9,10,1306,22
654,MikeAnhingas,Jacksonville Suns,9,14,1809,29
655,skjung1998,Loughborough Ducks,9,16,2692,30
656,GBpack4008,Denver Bartlets,8,3,265,29
657,shirasu,Fuji Assassins,8,4,175,30
658,dash,Base Stealers,8,4,215,14
659,miyuki,Tokyo Captains,8,4,255,12
660,dublin,Dublin Greens,8,4,267,13
661,Doubleglaze,Roseburg River Hawks,8,4,394,14
662,Okjp55,Oklahoma Bearcats,8,5,294,9
663,rokular01,Youngstown Ironmen,8,5,450,34
664,HMoth,Hollywood Mothers,8,6,379,31
665,jeremy7227,Wanderview Warpigs,8,6,555,25
666,angelsplayer27,Sacramento Gunners,8,7,643,17
667,Caedus,Hollywoo Navy Seals,8,8,766,37
668,Alvinpaul24,Wash Park Ringers PCK,8,8,905,39
669,noryan34,Chargn Bison - HotL,8,9,939,32
670,bryan_05,Illinois Herbicide Drift,8,9,947,35
671,Crabbys,Port Orchard Land Crabs,8,9,1107,61
672,darkig,Seoul darkig,8,10,980,18
673,dhornermb,Country Clubbers,8,10,1310,28
674,ratracerunner,Boston Marathoners,8,11,1254,30
675,oldfolkies,Village Voices,8,11,1373,21
676,jaybran11,Freehold Thunder,8,11,1420,41
677,bwsf93,Newington Nightmares,8,11,1601,18
678,textilemonster,Kokomo Automakers,8,12,1490,51
679,Kavon97,Nova Stars,8,12,1719,51
680,goclippers2,Atlanta Jaspers,8,14,2074,36
681,FritoLeyritz,Corpus Christi Swingers,8,19,2695,35
682,xero1986,Clarington Coyotes,7,2,136,24
683,gcam62,Dirty South Hit Men,7,2,137,28
684,Citidream,Northville Stallions,7,3,198,24
685,Rottens,Really Rottens,7,4,198,32
686,Rwautlet,Nashville Stars,7,4,220,19
687,psyro23,Statesville Shadowcats,7,4,401,15
688,Bije,Sno Co Low Blow - HotL,7,4,538,16
689,bb5,Antarctica Penguins,7,5,279,21
690,VatosLocos,Rotterdam Hooligans,7,5,330,38
691,Jimbojones124,JUB JUB,7,5,445,25
692,BigDaddy1923,Montpelier Solons,7,5,554,40
693,ThoughtsofSeb,Westchester Warriors,7,5,800,20
694,The-Answer,Anaheim Angels,7,6,428,26
695,CraigDahlberg,Gotham Folie a Neuf,7,6,581,24
696,jollygoodlad,Las Vages,7,6,665,26
697,qm3125,Dungeon Meshi Marcille,7,7,708,38
698,The_DrG,Fire Sale Extraordinaire,7,7,831,19
699,Bravos332,Atlanta PeachKings,7,8,737,18
700,Orioles1970,Hughesville Hangovers,7,8,924,40
701,idk,Petersburg Shockers,7,9,856,46
702,boomer,Boomer Grays,7,9,907,51
703,chessafari,Charbonneau Lynx,7,9,1273,33
704,TangledinJoy,Psychic 9-5 Club,7,10,1416,23
705,miki,Los Angeles Dodgers,7,12,1544,42
706,ToxicTerry,Preston Port Rats,7,12,1626,15
707,Eunhwiryung,Rice Monsters,7,14,1951,26
708,GatorChomp,Charlevoix Walleye,7,14,1972,24
709,rhammondinho,Milwaukee Milkmen,7,14,2213,34
710,Trenchgun,Homestead Greys,7,17,2230,65
711,rolley1970,Tennessee Trains,6,1,10,10
712,Veritas1121,SUWON KT WIZ,6,1,14,14
713,hmbutter49,Half Moon Bay Locs,6,1,16,16
714,ragecage559,California Athletics,6,1,20,20
715,selmes12,Jager Meisters,6,1,22,22
716,Dernatron26,Hobbiton Hobbits,6,1,25,25
717,james4112,Trois-Rivieres Red Rhynos,6,2,37,17
718,Bearcat729,Cincinnati Chili Dogs,6,2,43,18
719,pjcjc1995,Seoul Hannams,6,2,75,17
720,jastyra,Houston Rednecks,6,2,99,42
721,naede,Imatra Pallo-Veikot,6,2,181,19
722,tcw1988,Atlanta Mariners,6,2,206,21
723,JordanIsACow,Pittsburgh Bridges,6,2,216,32
724,NationalizeMLB,GC Strength,6,2,232,20
725,ntorsky,Door County Dockers,6,2,274,24
726,khucjh15,Los Angeles Dodgers,6,3,223,14
727,gocanes1962t3,Mayport Hurricanes,6,3,225,36
728,pauserefresh,Big Lake Dock Bullies,6,3,295,25
729,joeyflam,Palo Alto Hawks,6,3,308,35
730,ncrouse7,Lonestarr Eagle Fives,6,3,345,29
731,brainer1023,Charlotte Giants,6,3,473,23
732,jeju,Jeju Islanders,6,4,245,20
733,skipper,Snow Skippers,6,4,396,11
734,RyBellicose,Elyria Rebellion,6,4,439,23
735,RTR1776,Kansas City Torrent,6,4,450,9
736,BusterGrey,Seattle Stealth,6,5,386,24
737,Loongod,Derwood Deer,6,7,419,25
738,butkusthis,Pescadores de Caracas,6,7,1004,21
739,Klayylmao,Santa Barbara Mapachos,6,9,660,27
740,goldenvides,Halsted Hams,6,11,1954,49
741,bucs,Pitt Bucs,5,4,335,44
742,LV-Kats,Lehigh Valley Kats,5,4,437,20
743,mraudit,Meaty Oakers,5,5,261,20
744,Erad,Kandy Kanes,5,6,488,33
745,LADoyerss,Los Angeles Doyers,5,6,696,45
746,NDSox12,Virginia Pale Hose,5,6,708,18
747,Bonesmalone3246,Star City Scary Cats,5,6,715,54
748,GVZ3,Unknown Comics TTC,5,6,824,54
749,Dserv4,Holly Springs Brewers,5,6,895,62
750,areyoutyler,Los Angeles Dodgers,5,7,910,31
751,ManBehavinBadly,Casey 2 Cans,5,7,941,64
752,aw13_ttc,Dome Sweet Home - TTC,5,7,1119,37
753,4forDelgado,Dawson City Nuggets,5,8,1027,41
754,dghostlaw,Buffalo Dingos,5,8,1073,77
755,Eorik,Clearbrook Hustle,5,9,1569,46
756,PeterDragon,D'Town Hillside Rams,5,11,1390,62
757,ColeTop10,Toronto Terns,5,13,1689,45
758,bcrp77,Domincan Plataneros,5,13,1863,19
759,PaulM,Hawaii Islanders,4,2,115,57
760,Morganisahottie,Pensacola Blue Wahoos,4,2,159,34
761,pwney,Big Memers,4,3,159,20
762,JShea19,Traverse City Beach Bums,4,3,185,22
763,Frostcrest,Cy Young Winner Rick Porcello HOTL,4,3,200,40
764,PMG,Mundy Mustangs,4,3,256,18
765,solorush,Sammamish Totems,4,3,276,37
766,yankeedan7,Lake Ridge Wranglers,4,3,286,54
767,AlbertPujols,Rosarito Ranas,4,3,298,39
768,kanady_steve,Fort Hood Lancers,4,3,307,49
769,gorgo2005,Finneytown Flames - HotL,4,3,320,62
770,Rastandy,Mississauga Rush,4,3,326,59
771,Yeen,Munich Black Cats,4,4,253,19
772,inajitsu,Inajitsu Business,4,4,275,31
773,dirja,Jakarta Tigers,4,4,281,29
774,kingexcel,Spreadsheet Kings,4,4,309,41
775,seidoace,Seido Aces,4,4,322,25
776,north,Winterfell Northerners,4,4,351,17
777,maker,King Makers,4,4,369,31
778,SLW2,Schultz Boys,4,4,385,79
779,ZaphenathPaneah717,Kentucky Thunder,4,4,444,26
780,rrajeevy,New York Jackhammers,4,4,531,41
781,11wagnerl,Fairview Knights,4,5,346,31
782,k1nga1obar,Brooklyn Sunbirds,4,5,362,27
783,Hello_Friend426,Hello Friends - PCK,4,5,407,23
784,trojan_fight,UCLA CHOKED CHOKED,4,5,512,56
785,babyfarkmacgeezax,San Fernando Valley Tacos,4,5,530,32
786,Ichiro262,Michigan Trumbull Walewanders,4,5,531,83
787,demfrostytoes,Dallas Pirates,4,5,535,45
788,Norejus,Lovecraft City Werewolves,4,5,584,80
789,Dtrodden15,Weston Whoppers,4,5,730,61
790,richiro33,Las Vegas Stags,4,5,738,55
791,Splashshots,Minnesota Loons,4,5,752,42
792,mugyu,Little Busters,4,5,753,44
793,LuskQuake,Shamrock Club,4,5,790,52
794,nc996,Elba Emperors,4,5,811,30
795,galiotta,Ludvika Jammers,4,6,749,37
796,TonySpumoni,Cascade Blizzard,4,6,895,45
797,profoundity,Saitama Nandemo,4,8,668,42
798,JamoreLoL,Compton Corgis - HotL,4,8,719,35
799,Low_and_Slow,Outside the Box Silver Foxes,4,9,1008,38
800,austin09,Presidential Naptime,4,9,1236,45
801,billk23,Hanover Hammers,4,10,1821,42
802,Fredmerkle,Lynn Cactuars,4,12,1676,33
803,rfgh2020,Daegu Pilots,4,12,2106,64
804,BryceBears,Kobuk Polar Bears,4,16,2546,26
805,Tuckleberryfin5,Pine City Tronics,3,1,27,27
806,sprdelfin,Colorado Avalanche,3,1,27,27
807,therichlenshow,Possum Lodge Men,3,1,30,30
808,GypsySon,West Valley Wazzirds,3,1,34,34
809,likelyapril,Seattle Seattle,3,1,38,38
810,mcmiller999,Hagerstown Hellgramites,3,1,49,49
811,Justine,BOOMTOWN RATS,3,1,51,51
812,julie,San Antonio Beach Boys,3,1,61,61
813,ScottyW,Cleveland Commodores,3,1,62,62
814,Consign,Reisterstown Orioles,3,2,126,23
815,JoMo,Columbus Crusaders,3,2,135,20
816,Metallical,Super Luffy Mawrinas,3,2,147,45
817,Sniff,Charleston Walruses,3,2,165,51
818,toadvine,Screwston Blastros,3,2,186,19
819,MistaD72,Hamilton Ding Jackers,3,2,187,43
820,JSW123,Melbourne Criminals,3,2,191,35
821,boredmetsfan,Beacon Falls Wet Bandits,3,2,200,44
822,Jjfid66,Stillwater Cowboys,3,2,200,53
823,BONESAWISREADY,Dertroit Beisbolcats,3,2,214,46
824,Atomic_Gnat,Los Alamos Atomic Gnats,3,2,232,42
825,jabroo1228,Clearwater Phillies,3,2,290,48
826,dmbronski,Port Townsend Wild Daphnes,3,2,304,56
827,quase23,Somewhere South,3,2,309,58
828,madmask,Myrtle Beach MaskMen,3,3,196,44
829,asr37,Little Rock Stars,3,3,214,39
830,PlayBall2020,Toledo Mighty Hens,3,3,240,49
831,Acuna_Matata13,Totally TOS Compliant,3,3,246,47
832,StGAdam,Dallas DFWs,3,3,262,46
833,owenthejammy1,Moonsault Collective MCs,3,3,328,42
834,loon,Norfolk Cyclones,3,3,333,17
835,Sizer,Melbourne Praetors,3,3,349,36
836,heex0514,CJ SOOPERS,3,3,367,47
837,JoshJackson42,New England Bees,3,3,369,33
838,vulfw,The Pittsburgh Robbys,3,3,372,59
839,Huskies,Arizona Huskies,3,3,392,48
840,Syt1976,Vienna Waltz Kings,3,3,397,22
841,larrupin_lous,Magic Jeannis,3,3,429,63
842,teem1,Waimanalo Blues,3,3,465,57
843,pctec100,St Louis Side Projects,3,3,520,50
844,txtomster,Anderson (TX) Red Raiders,3,3,521,52
845,cb1,Folsom Felons,3,3,554,49
846,opw137,fire pants,3,4,302,25
847,Fikyas20,Depok Wolves,3,4,321,20
848,fje2,Cintawny Wombat Horde,3,4,346,20
849,ilikesports2,Narragansett Wave,3,4,371,19
850,BadSpeeling,Lil Dicky Fanclub,3,4,437,60
851,ifeelnormal2,Bloomfield Pilgrims,3,4,445,70
852,Momosomi,Seoul Super Stars,3,4,482,22
853,DepDog,Rickville RubberDuckies,3,4,609,37
854,weesnaw,Santa Cruz Banana Sluggers,3,5,757,21
855,Con,Vlad News Bears,3,6,726,84
856,ksb501,Boston Red Sox,3,6,804,53
857,Dewey217,Knoxville Vulcans,3,7,586,51
858,CaseyHitts,Butte Diggers,3,7,801,62
859,tpyufejp,Mucha Fat Cat Fat Cat,3,7,865,36
860,shootthePCK,Connecticut Critters,3,9,1527,44
861,fan3,Plum Island Clamdiggers,3,11,1576,43
862,JRobs42,Tewksbury Minutemen,3,11,1969,67
863,Ominous,Zand Dynasty,3,12,2003,58
864,googledrive,Olathe Falcons,3,15,1929,71
865,Griffins,Raytown Battle Kings,3,17,2738,35
866,jmodendhal,Berlin Blue Crabs TBD,3,18,3147,66
867,Badfish249,Winneconne Wolves,2,2,102,48
868,warkol,Washington Senators,2,2,170,75
869,Wheatchex,Wolcott Locomotives,2,2,178,63
870,QS7T,Alberta 47's,2,2,181,69
871,MulletWithBuffaloWings,St. Louis Sparkies,2,2,182,68
872,Bush_Flyers,NorCal Bush Flyers,2,2,198,99
873,JoeQuills,Philadelphia Unathletics,2,2,201,89
874,Vever,Caper Jays,2,3,221,46
875,Ineluki,Cheswick Saxons,2,3,236,47
876,dewylee,Studio Dewy dewy,2,3,237,68
877,hedders8,Manchester Atoms,2,3,252,49
878,phoenixplp,Phoenix Firebirds,2,3,287,74
879,katybass2004,Birmingham Astros,2,3,298,57
880,diddler69,Oakland Bandits,2,3,353,84
881,jayz,Hyannis Harbor Hawks,2,4,312,63
882,Bigwhiff,Ahwatukee Augers,2,4,426,43
883,Millertime059,Beaverton Brew Dogs,2,4,511,41
884,LouCat22,New Jersey Thunderbolts,2,4,523,117
885,jawa42,New Haven Corsairs,2,4,529,71
886,jhayes89,Huntsville Red Aces,2,4,558,65
887,Tamzin,Miami Tamps,2,5,367,35
888,cjens,SLC Punks,2,6,497,39
889,orioledave,Inman O's O's,2,6,564,43
890,mkeaveney01,Saratoga Colts,2,6,752,39
891,speedbeastx,Chicago Spuds,2,6,884,79
892,ratedgdr,FUWAMOCO Ruffians,2,6,913,44
893,cheaplikeafox27,Westminster Crushes,2,6,997,68
894,KillerSnark,Houston Hurricanes,2,6,1018,115
895,bigsheldy,Sacramento Athletics,2,6,1065,57
896,Edezaris,New York Knights,2,7,1120,56
897,MurkyWaters,Bakersfield Tornado,2,8,1212,83
898,pavspurs,Seoul Kagereru Oidemase Festive,2,15,3081,71
899,Cheech34,Arizona Wavy Gravy,1,1,38,38
900,Thicketcat,Mt Lookout Locos,1,1,38,38
901,giest,Southern Dawgs,1,1,40,40
902,Moid,Milwaukee Barrelmen,1,1,41,41
903,chsfb75,Mishawaka Shoe Raiders,1,1,43,43
904,fhomess,Boondoggle's Oranges,1,1,51,51
905,golfhog44,Kenny G's Saxophones,1,1,53,53
906,Satior420,Mars Attacks,1,1,58,58
907,rfrankel84,New Jersey Revolutionize,1,1,60,60
908,JohnHouse,Midtown Scavengers,1,1,63,63
909,LalaLord,Los Altos Spartans,1,1,64,64
910,joelszak,Sedona Sky Readers,1,1,64,64
911,Aircab77,Liberty Legends,1,1,65,65
912,phillzigg,Buffalo Bisons,1,1,66,66
913,timomouse,Sandy Bees,1,1,69,69
914,Evilbert103,Orlando Heatstrokes,1,1,72,72
915,DJL,Downsview Dragons,1,1,75,75
916,Fyrinor,Beachside Blue Hornets,1,1,76,76
917,PBiculous,Austin Slackers,1,1,84,84
918,metrician,Delco Accents,1,1,84,84
919,Luth,Richfield Typewriters,1,1,88,88
920,Quickserviceman,Samsung Lions,1,1,88,88
921,vbjb,Eagle Idaho Hawks,1,1,89,89
922,sundown_gt,Sundown Sloths,1,1,94,94
923,FreddyFoxTV,San Pedro Pirates,1,1,99,99
924,krashl007,Detroit Sultans of Swing,1,1,99,99
925,sasso,Mooresville Hyons,1,1,109,109
926,rookie27,Shift Happens,1,1,114,114
927,jdfisher91,Norwalk Suns,1,1,117,117
928,eamuscatuli,Prestige Worldwide,1,1,121,121
929,Letsgoos,Carolina Orioles,1,1,122,122
930,luissalasb17,Twin Peaks Pinguinos,1,1,123,123
931,SneathLane,Sanko Slicko Hopmashers,1,1,127,127
932,StargellStars,South Sacramento Marauders,1,2,114,48
933,becksaysno,Raleigh Rubadubs Rubadubdubs,1,2,126,38
934,au3rupy3,Taichung Goways,1,2,133,37
935,peter4901,HanHwa Eagles,1,2,148,41
936,Grinch,Macedonia Villains,1,2,164,70
937,zuno,Rochester Tigers,1,2,192,46
938,kimhzip,Texas Dolphins Dolphins,1,2,209,33
939,Cramel,Farmville Barnyard,1,2,216,91
940,uw,Montreal Maroons,1,2,225,60
941,40Calhoun,Charleston Sand Gnats,1,2,234,70
942,hoolash,Coldwater Crusaders,1,2,241,86
943,austin-blak3,ATX Diablos,1,2,244,117
944,rmh,CT Ospreys,1,2,251,49
945,TheBrocktopus_99,Atlanta Eagles,1,2,259,49
946,woody9x,Kensington Vipers,1,2,269,63
947,vtrudell1,Providence Knights HoF,1,2,276,78
948,Iristhomas1994,Sanford Spinners,1,2,279,118
949,Vamplex,Ottawa Torch,1,2,281,107
950,MajorWager,Amish Adjacent Time Travelers,1,2,292,124
951,rpatti47,Jersey Devils,1,2,295,104
952,ssuldae,BUSAN BLUE JAYS,1,2,296,89
953,10ozBud,IM FEDUP,1,2,301,89
954,phillyguy73,Philadelphia Blue Jays,1,2,305,102
955,OJsOtherGlove,Da Bears PCK,1,2,319,69
956,Calis,New York Brownies,1,2,320,96
957,TeamKillGreg,Brooklyn BedstuyBoys,1,2,325,72
958,Odeon,Kingstone Stoners,1,2,344,99
959,NateLovesGallo,Gotham City Batmen,1,3,352,55
960,sw311234,Niagara Falls Knickerbockers,1,3,355,80
961,Tatu,Warner Robins Demons PCK-HotL,1,3,425,47
962,JeffersonJim,Topeka Tootsie Rolls,1,3,437,60
963,VinnyNC,Charlotte Crackers,1,3,444,70
964,drdavidold,Edinburgh Patriots,1,3,468,126
965,Pillowpants,New England Pillowpants,1,3,474,118
966,Steveb415,Carpentersville Hammers,1,3,475,120
967,drcrush15,Mia Billins,1,3,480,103
968,Xracman,Utica BruDogs,1,3,482,75
969,Wilsox,Frankford Buck Hunters,1,3,497,115
970,ScrubbyPolymer,Okazaki Sox,1,3,508,120
971,Powser005,Vancouver Timbers,1,3,536,92
972,katoering,Steal Or Not to Steal TTC,1,3,599,97
973,EfficientCucumber,Hill Country Croissants,1,3,600,103
974,Rileymeadows,Detroit Tyres,1,4,371,76
975,kgriffin44,Brethren Bobcats,1,4,511,65
976,sm6986,Rajasthan Rifles Rifles,1,4,515,69
977,statmattmitchell,St. Charles Fighting Saints,1,4,516,99
978,Doubletake,Nuuk Royalists,1,4,550,40
979,Quiddle,Longview Lumberjacks,1,4,568,109
980,jmo32,Ocean City Crabbers TBD,1,4,785,75
981,StratMJ,Carbondale Saluki's,1,5,452,80
982,Capngary,Chattanooga Hart Attacks,1,5,706,81
983,SOdette,Asheville Skydogs,1,5,713,38
984,cheshire0214,Greenwood Sun Dogs,1,5,785,98
985,greg_oz,Danville Diablos,1,5,833,101
986,equestion,Denver Whitehawks HOTL,1,5,894,103
987,chrism,Phoenix Drought,1,6,724,39
988,Frost99,Merriman Park Red Raiders,1,6,788,65
989,ckroyal92,Royal Empire,1,6,873,72
990,aw13_pck,BINGO Checkers Union - PCK,1,6,893,64
991,Threeve,Las Vegas High Rollers,1,6,929,98
992,vineyard,Schenectady Steel,1,10,1776,44
993,szczepam,Philly Phlyers,1,13,2932,128
994,percyderolo,Whitestone Gunslingers,0,1,77,77
995,Bobble,Bobble Socks F2P,0,1,80,80
996,proteins22,New Old Yankees TTC,0,1,80,80
997,snorlax23,Everett Aquasox,0,1,83,83
998,tmcnickle33,Memphis Chicks,0,1,83,83
999,IJCrichton,Beckington Badgers,0,1,87,87
1000,Bamrock,ARRRRRRRRRRRGH PIRATE SEARCHING 4 B,0,1,90,90
1001,dwcoleman0612,West Chester Commandos,0,1,90,90
1002,sourd99,New Planet Gophers TBD,0,1,90,90
1003,akap2010,Olney Squirrels,0,1,98,98
1004,ruthsthorne,Sunnydale Razorbacks,0,1,100,100
1005,the_mad_monk,Elmira Sea Dogs,0,1,103,103
1006,PeskyPole,Hetfield Sandmans,0,1,105,105
1007,gothmoney,Gdansk Mariners,0,1,111,111
1008,RANGERS1030,Absolute Units,0,1,114,114
