//Rank,User,Team,Points,Played,Combined,Best
497,TacocaT371,Monterey Jacks,8,10,552,22
498,CaladranBrood,Wrestling Catfish,8,12,427,15
499,mkeaveney01,Saratoga Colts,8,12,921,18
500,GatorChomp,Charlevoix Walleye,8,13,555,11
501,bongledongle,Norbury Knobwhompers,8,14,565,15
502,dbush2025,Indianapolis Stray Cats,8,17,721,16
503,jkai,Long Lake Dragons,8,17,819,8
504,textilemonster,Kokomo Automakers,8,19,903,16
505,Rabbit_Jack,Bronx'n'Blue Fall Classic TTC,8,21,864,16
506,StratMJ,Carbondale Saluki's,8,23,996,12
507,RalphKraft,Topeka SOX,8,23,1725,32
508,krap4,Salisbury Wild Riders,7,3,81,5
509,Powser005,Vancouver Timbers,7,3,93,3
510,Prophecy,Marauders TBD,7,3,158,7
511,mrcollins18,Haverhill Hillies,7,4,262,16
512,jk11,Orlando Blue Waves,7,5,313,22
513,Haijopai,Dickshot's Dugout,7,6,215,5
514,DDawson1990,Exeter Padres,7,6,324,13
515,goldenvides,Halsted Hams,7,9,812,14
516,Jhaelen,Milwaukee Milkmen,7,17,819,16
517,Bentlizard65,Bedrock Boulders,7,18,777,17
518,EVCinNYCfm,EVC's Let the Music Play Ball-TTC,7,22,1007,20
519,CoachSeering,Illinois College Blueboys,7,24,1912,27
520,DocBear,Knockemstiff Golden Horde,7,25,1062,5
521,Rabbit_Jake,Shadow Ball Kings TTC,6,1,11,11
522,Doctor,Green Dirigibles,6,2,99,14
523,JamoreLoL,Compton Corgis - HotL,6,2,100,12
524,VinnyNC,Charlotte Crackers,6,3,155,8
525,fedtero25,Global Rippers PCK,6,3,172,26
526,Chaotic903,Kansas City Monarchs,6,3,191,8
527,docox388,Twin City ThunderBirds,6,3,215,12
528,Ftbls31fan,Kodiak Chiefs,6,4,171,11
529,cakh5050,China ICBMs,6,5,452,13
530,gcsii99,Acworth Engineers,6,6,265,13
531,dmbronski,Port Townsend Wild Daphnes,6,8,325,12
532,selmes12,Jager Meisters,6,8,353,20
533,NZBreaks,Careless Whispers Whispers,6,8,540,32
534,JayhawkQ,Lawrence Royals,6,9,324,15
535,dmacgreg,Gonzaga Bulldogs,6,9,501,12
536,PTL0,Boise Potato Mashers,6,9,718,28
537,codyjwertz,Duluth Deviled Lettuce,6,11,856,25
538,Gabagul,Taylor Ham Sandwiches,6,12,543,12
539,baesdad,Arkansas Assassins,6,12,620,21
540,drdavidold,Edinburgh Patriots,6,20,933,10
541,jadrien1,jadrien1 no problem,6,25,1250,11
542,silverkhawk,Wilson Horns,6,29,1283,22
543,kratos9248,Casselberry Storm,5,3,86,12
544,username0251,Cudahy Day Drinkers,5,3,95,23
545,vthokie2012,West Palm Beach Bingo Stars,5,3,122,30
546,mrconce,Great Lakes Loons,5,4,123,11
547,chelsea0011,Rockland Surf,5,5,138,10
548,BRINIC1107,BADLANDS RATTLERS,5,5,175,12
549,paranoid,Las Vegas Pit Vipers,5,5,189,12
550,crouton215,Chicago Crouton Crushers,5,7,471,22
551,Cajun007,Prarie Cowboys,5,9,350,10
552,Clutschman,Alpine Strangers,5,9,570,34
553,Iristhomas1994,Sanford Spinners,5,10,528,10
554,timomouse,Sandy Bees,5,11,726,21
555,CaseyP,Henerville Hippos,5,11,848,29
556,BuchsMets,Queens 86ers TTC,5,12,420,12
557,andhud,Angkor Koupreys,5,13,1068,19
558,pavspurs,Seoul Kagereru Oidemase Festive,5,14,1077,33
559,aughts10367,Windy City Southside Pale Hose TTC,5,15,1325,23
560,Splashshots,Minnesota Loons,5,16,646,23
561,bongtana,bongtana bongtana,5,16,1369,36
562,slipperyfish,Arkham Horrors,5,21,970,16
563,jowwcamp,Coralville Cunning Stunts,5,21,973,13
564,CptKegLeg,St. George Dukes,4,2,36,16
565,Warhawk3,Vyrantia Fae,4,2,46,15
566,paochs,The Lou Blues,4,2,77,19
567,KRAP2,Hersham Horned Frogs,4,3,93,13
568,swgalaxy,Scruffy Nerf Herders,4,3,102,15
569,Sivloc,St.Louis Cardinal Legends,4,3,156,29
570,akap2010,Olney Squirrels,4,3,159,15
571,Itealo55,Itealo GameGetters,4,3,159,19
572,fightinvegans,Ungentlemanly Fightin' Fellows TTC,4,3,171,29
573,MattyGVT,West Palm Sharks,4,4,135,9
574,dirtycheetah,Dirty Cheetahs,4,4,155,13
575,sloth_26,Brunswick Sloths,4,4,206,22
576,Consign,Reisterstown Orioles,4,5,262,27
577,dpontier13,Omaha Twisters,4,6,166,18
578,esasky,Dizzy Esasky,4,6,248,12
579,bronskibeat,Port Townsend Quinnation,4,6,252,15
580,moggsy,Reno Raccoons,4,6,288,24
581,swanman911,Richmond Tigers,4,6,327,9
582,IJCrichton,Beckington Badgers,4,6,341,15
583,PaperBagwell,Palm Beach Gonifs,4,7,234,11
584,PitVipers,Winona Lake PitVipers,4,7,415,20
585,JonnyPCK,Dry Creek Hillbillies PCK,4,9,303,17
586,quitonpere,Shackleford Pocket Sand,4,9,335,20
587,TheCharm,The Way We Became The Brady Bunch TTC,4,10,493,19
588,MrBill9,New New York Mets,4,11,433,25
589,NickWirth19,Cincinnati Skyline Cheese Coney,4,12,526,9
590,Dalepoint,Lake County Captains,4,12,612,25
591,BryceBears,Kobuk Polar Bears,4,13,657,28
592,MojitoBoy,Spokane Squirrel Cats,4,14,626,11
593,joelszak,Sedona Sky Readers,4,14,686,15
594,JuliusR,Green Mt Boys,4,17,821,14
595,404found,Phoenix Rebrand 5,3,1,14,14
596,McGlovin,Inland Empire 66ers,3,1,14,14
597,TeddyO4,Better Off Ted,3,1,14,14
598,VoiceofReason1976,Medway Car Parks,3,1,15,15
599,SamuelBaerga,New Jersey Clippers,3,1,16,16
600,Dbsilber,Santa Monica Vikings,3,1,18,18
601,Kalohn,Mirabel ExNats,3,1,19,19
602,borischarly,Chilliwack Chiefs,3,1,19,19
603,rmh,CT Ospreys,3,1,23,23
604,THOFF41,Egregiously Egregious,3,1,25,25
605,herewegoagain,Middletown MadMen,3,1,30,30
606,xXPooSnakeXx,Portland Franks,3,2,68,13
607,selser80,Philadelphia Sluggers,3,2,82,10
608,boofbosner,Atlantic City Bacharach Giants TTC,3,2,122,28
609,Orion133,Bristol Beacons,3,2,131,32
610,GibsonAC2,Mister Celery,3,2,138,11
611,pken5,Allentown Tiger Cats,3,3,100,13
612,davidelgin4,Lake Michigan Beach Bums,3,3,108,10
613,Swift92,Calgary Hitmen,3,3,113,12
614,Nate1105,Bayou City Yard Dogs,3,3,161,38
615,Fredmerkle,Lynn Cactuars,3,3,178,7
616,nutbunnies,New Haven Ravens,3,3,228,29
617,jerseymk,Ocean City Islanders,3,4,113,11
618,frogboutique,Longmont Catboys,3,4,118,18
619,rwc497,Lexington Bombers,3,4,143,11
620,pken2,South Bend Pugilistic Paddies,3,4,161,10
621,imwarden,Red Dirt Cowboys,3,4,162,12
622,Circusham56,Spartan Hill Clovers-PCK,3,4,164,13
623,jayz,Hyannis Harbor Hawks,3,4,212,48
624,corbino77,Moncton Mosquitos,3,4,251,29
625,badgercd,Capri Badgers,3,4,266,39
626,RamblinSoL,Ramblin Wreck,3,5,196,15
627,the_k_man_2,Aumsville Ants,3,5,217,15
628,boredmetsfan,Beacon Falls Wet Bandits,3,5,220,19
629,eddienwonton,Alhambra Moors - HotL TTC,3,5,227,22
630,VinSki,Huntington Bullsharks,3,5,234,21
631,MattHart11,Appleton Fire Ants,3,7,578,11
632,FlyingWV,FlyingWV eMLB'ers PCK,3,8,288,27
633,derekofferman7,Bonds Barry Bonds,3,8,317,10
634,Hi_clutch,City Cows,3,8,679,48
635,dcaframe,Wind Point Brewers,3,9,395,17
636,Delfin,Old Gods of Asgard (PCK),3,10,586,9
637,mppavese,Las Vegas Gamblers,3,10,659,9
638,Quiddle,Longview Lumberjacks,3,12,527,17
639,scrumhalf,Hunterdon Springboks,3,12,572,16
640,FatBoy08,Story City Storm Chasers,3,13,596,20
641,leebuddysmil,Thief River Falls Prowlers,3,15,869,21
642,bronxbombers98,Beetle's Boppers,2,2,75,20
643,Placentaur,Bushwick Performative Males,2,2,78,28
644,rkluger3,Malta Fruit Loops,2,3,93,18
645,dmacgreg37,Notre Dame Fighting Irish,2,3,139,36
646,Hello_Friend426,Hello Friends - PCK,2,3,146,33
647,rvd887,KR Royal Chanels,2,3,153,20
648,Boom-Boom,Anchorage Sky Hawks,2,3,219,51
649,x23jE,x23jE x23jE,2,4,156,17
650,Kynan360,Gettysburg Gophers - HotL,2,4,367,54
651,T-Minus,NCTC Lions,2,5,146,23
652,dwhit110,Indianapolis Clowns,2,5,249,15
653,The_K_Man,Aumsville Abyss,2,5,256,17
654,pken4,Clay Feet,2,5,262,27
655,usmc7789,Yonkers DevilDogNutGrinders,2,6,282,18
656,Shuggy101,Edinburgh Eagles,2,6,308,23
657,Mysttornado,STMDB EXPOS,2,6,444,37
658,malivion2,Almost Alliterate TTC,2,7,284,22
659,JACKDADI,Fredericton Brick Squad,2,7,290,25
660,Rothelstein,Dino Nuggets,2,7,318,28
661,guiletrud190,Longueuil Privateers,2,7,394,13
662,bryce_harper_3,Chicago Commies,2,8,352,20
663,Cardsfan67,Kingsport Cobras,2,9,425,22
664,Elite_Czar,Lawrence Lions,2,11,587,18
665,rdf,Asbury Springboks PCK,2,13,600,19
666,Panzeric,Blissfield Sugarboys,2,14,1260,42
667,tdavis92017,San Diego Billie Goats,2,15,638,26
668,Joshography,- I GOT YOUR SIX - - IGY6 -,2,16,904,22
669,mhilgenkamp1,Fremont Tigers,2,19,1395,20
670,ZaphenathPaneah717,Kentucky Thunder,1,1,20,20
671,BugJug,Marlborough Shoemakers,1,1,21,21
672,BigDumper,Madison Park Zags,1,1,22,22
673,brudeck18,Alaska Axemen,1,1,26,26
674,Happypg,Lacoochee Mudcats,1,1,27,27
675,Lordpig,IRB Iron Pigs,1,1,29,29
676,SushiMcMochi,Low Diamond Phillips,1,1,29,29
677,Mr_Greek88,Athens Hoplites,1,1,30,30
678,batboy,Rambling Road Apples,1,1,32,32
679,nc996,Elba Emperors,1,1,32,32
680,rtoro5,Gateway City Gas House Gaang,1,1,32,32
681,Beezei,Arizona Desert Dirt Bags,1,1,34,34
682,Bbarnett98,Reston Wranglers,1,1,36,36
683,billk23,Hanover Hammers,1,1,40,40
684,DSLFC,Liverpool Reds,1,1,44,44
685,Mohillian,Morgan Hill Vaqueros - TBD,1,1,45,45
686,boomer70,Winnipeg Golden Knights,1,1,51,51
687,tmid,Denver Boomers,1,1,51,51
688,findingnino,Anaheim Devils,1,1,53,53
689,Edezaris,New York Knights,1,1,55,55
690,dlarsentx,Temple Texans,1,1,57,57
691,krx929,Pennsylvania Quackers,1,1,60,60
692,burkejay,Chicago Blue Jays,1,2,70,32
693,art331,Gotham Rogues PCK,1,2,71,18
694,gricky_grimez,Culver City Glizzies,1,2,75,31
695,giest,Southern Dawgs,1,2,80,21
696,pken8,Fenwick Ferrets,1,2,104,41
697,Avitt21,Fuzzy Dunlap,1,2,121,55
698,Versace1978,Ratchet City Trash Pandas,1,2,126,17
699,amjohnso,La Crosse Lumber Puppies,1,2,142,53
700,hetubird,Pawtucket Red Sox,1,2,153,29
701,flyer48,St. Charles Aces,1,2,161,48
702,orioledave,Inman O's O's,1,2,174,50
703,ChEssy,Fuzhou Felines,1,3,106,25
704,orioles3,Harford Orioles,1,3,135,26
705,Emmab217,Newark Bears,1,3,145,30
706,babbs,St. Clair Engineers,1,3,148,29
707,Laval66,Forest Glen Foxes,1,3,150,48
708,ScottyW,Cleveland Commodores,1,3,220,39
709,pwney,Big Memers,1,3,230,40
710,Orioles1,Forest Hill Orioles,1,3,234,57
711,nevermind,Oslo Fightin' Vegans,1,3,238,50
712,Tornados,STMDB CAPITALES,1,3,245,35
713,crouton1971,Tennessee Tornado Bats,1,3,253,56
714,MemeManFlan,Fitchburg Falcons,1,3,257,64
715,NavyWalrus58,Cincinnati Redlegs,1,3,271,62
716,kanady_steve,Fort Hood Lancers,1,3,304,53
717,mightymorlang,Rochester Rage Hawks,1,4,182,9
718,BigRed,Big Red Machine,1,4,225,46
719,InterestingGames,Interesting Games Interesting,1,4,255,19
720,sdkoral,Bad Bunny Maranville,1,4,316,45
721,Jojorabbit21,Football Manager 2012,1,4,330,39
722,sean11k,Las Vegas Gamblers,1,4,333,51
723,Areme,Costa Rica Coconuts,1,4,373,39
724,doc,K-STATE BATCATS,1,5,227,29
725,bksenior,Canasty Street Weirdos,1,5,390,41
726,areyoutyler,Los Angeles Dodgers,1,5,453,38
727,DNX,North Dakota Fighting Sioux,1,5,482,61
728,ThoughtsofSeb,Westchester Warriors,1,6,191,14
729,Moneymanny22,Montreal Expos,1,6,309,31
730,kjs97,Aurora Highlanders,1,7,551,35
731,froggy8289,Carpentersville Silver Hawks,1,7,672,56
732,hoolash,Coldwater Crusaders,1,8,349,32
733,yankeecpt,Syracuse ShortBus,1,9,396,23
734,the_k_man_3,Aumsville Addicts,1,15,632,23
735,Tekneek,Bethlehem Tekneek,1,18,1096,50
736,AlanW,West Kildonan Whips,0,1,22,22
737,Bal9907,Derby Dragons,0,1,24,24
738,Ekim2410,Earthly Aliens,0,1,24,24
739,Napalys,Karmelava Jets,0,1,26,26
740,Godfather4343,Climax Knights,0,1,27,27
741,Citidream,Northville Stallions,0,1,29,29
742,rpatti47,Jersey Devils,0,1,29,29
743,goodopinionhaver,Atlantic City PCK Boardwalk Bullies,0,1,30,30
744,Cloud87man,Songdo Eagles,0,1,31,31
745,Morganisahottie,Pensacola Blue Wahoos,0,1,31,31
746,Joe_Charboneau2,Huatulco Tacos,0,1,32,32
747,chasegoblue,Huntington Beach Oilers,0,1,32,32
748,richiro33,Las Vegas Stags,0,1,32,32
749,rhammondinho,Milwaukee Milkmen,0,1,36,36
750,KRAP,Ocean City Sea Turtles,0,1,37,37
751,Thicketcat,Mt Lookout Locos,0,1,38,38
752,bb5,Antarctica Penguins,0,1,39,39
753,QuC,Santa Barbara Golden Gophers -BFF,0,1,40,40
754,TidyRighties,Possum Ridge Southpaws TTC,0,1,40,40
755,tieio,ES Dragons,0,1,40,40
756,Judicator,Topsham Anglers,0,1,43,43
757,Housebuster,Charlotte Horsemen,0,1,44,44
758,XCRunners,Jeepville Wranglers,0,1,44,44
759,bwburke94,Burke Lookouts,0,1,44,44
760,bullforce,Sandusky Bullforce,0,1,45,45
761,MonsterMasher5,Guelph Gryphons,0,1,48,48
762,greg_oz,Danville Diablos,0,1,48,48
763,lonestarr,Lonestarr Eagle Fives PCK,0,1,48,48
764,Brayden15,Long Island Ducks,0,1,52,52
765,Cornelius,Kendall Diamond Cats,0,1,52,52
766,Gruffy_McGraw,Deltaville Fire Ants,0,1,52,52
767,RoosterKing,West Richfield Barnstormers,0,1,53,53
768,jastyra,Houston Rednecks,0,1,53,53
769,Bradeh,Sierra Vista Apaches,0,1,54,54
770,Momosomi,Seoul Super Stars,0,1,55,55
771,foghorn33,Strathroy Royals,0,1,55,55
772,jjh471,Connecticut Not Loud People,0,1,55,55
773,Rascabuches71,Saskatchewan Wookies,0,1,56,56
774,atwarren44,Transylvania Counts,0,1,56,56
775,fyrinor00,Beachwood Blue Hornets,0,1,56,56
776,mooon,Waterloo Vikings,0,1,56,56
777,bwsf93,Newington Nightmares,0,1,57,57
778,ASlightBeaver,Halifax Donairs,0,1,58,58
779,Ryanmad1,Six Nations Chiefs,0,1,58,58
780,caseynth,Bothell Chewbaccas,0,1,58,58
781,jarfunkz,Vacaville Blazers,0,1,58,58
782,rudyt2039,Ft Worth Oil Barons,0,1,58,58
783,Putnybud,Pallenville Sleepers,0,1,59,59
784,hauteguy,Santa Monica Haute Guys,0,1,59,59
785,Coreydelder,Columbus Arches,0,1,60,60
786,Dakota_Tundra,West Chester Umakinz,0,1,60,60
787,jaj73,Longview Storm,0,1,60,60
788,Hafer12180,Poulsbo Vikings,0,1,61,61
789,Mazten,Sultan Swats,0,1,61,61
790,Salamandre,Limoges Team Salamandre,0,1,61,61
791,Infractor,Halifax Citadels,0,1,62,62
792,TheInventor,New York Yankees Yankees,0,1,62,62
793,friday0408,Boston Philosophers,0,1,62,62
794,jangus,Tuzigoot Scarlet Macaws TTC,0,1,62,62
795,shaderaith,Poulsbo Vikings,0,1,62,62
796,slamripley,Zzyzz Vowels,0,1,62,62
797,tmichaels123,St. Peluso Spidermonkeys,0,1,62,62
798,Boogyman10,Columbus Sudowoodos,0,1,63,63
799,Cios23,Tampa Bay Devil Rays,0,1,63,63
800,Nortdirt,Philadelphia Nortdirts,0,1,63,63
801,lexwhite,Wailua Whalers,0,1,63,63
802,orioles,Bel Air Orioles,0,1,63,63
803,pauldouglas1973,chicago cubbies pauly,0,1,63,63
804,Bigwhiff,Ahwatukee Augers,0,1,64,64
805,Cheech34,Arizona Wavy Gravy,0,1,64,64
806,CheesusCrust2615,Awesome Express,0,1,64,64
807,JDion20,Parkhurst Piranhas,0,1,64,64
808,LeeGardner,Colorado 76ers,0,1,64,64
809,Nelmit,Matagorda Bay Tides,0,1,64,64
810,PrenSion,Seoul PrenSion,0,1,64,64
811,Qortar,I2019m Rock hard,0,1,64,64
812,Snatit9,Nashville Studs,0,1,64,64
813,asr37,Little Rock Stars,0,1,64,64
814,beaureese,Charlotte Phighters,0,1,64,64
815,bigsheldy,Sacramento Athletics,0,1,64,64
816,brandonkick613,East Meadow Acorns,0,1,64,64
817,hubatbat1943,Whitin Rockets,0,1,64,64
818,hui,Taiwan Taipei,0,1,64,64
819,johngon,LAKE JACKSON BIG STICKS,0,1,64,64
820,robgisbri2,Reston Blues,0,1,64,64
821,Norejus,Lovecraft City Werewolves,0,1,65,65
822,PhatDoinks,Pittsburgh PowerHAUSE,0,1,66,66
823,psyro23,Statesville Shadowcats,0,1,66,66
824,APB1990,Newcastle Magpies,0,1,68,68
825,Fightnchance,Fightz Dawgz,0,1,76,76
826,mcmiller999,Hagerstown Hellgramites,0,1,81,81
827,hedders8,Manchester Atoms,0,1,82,82
828,runningitup,Hopkins Hoppers,0,1,85,85
829,maparrish,Hershey Hammerheads,0,1,90,90
830,parkjihyo3,sf onces,0,1,95,95
831,raylemon,Detroit Tigers,0,1,96,96
832,uw,Montreal Maroons,0,1,97,97
833,RANGERS1030,Absolute Units,0,1,102,102
834,AGordon1109,Grace Os,0,1,109,109
835,aarona,Olathe Trailblazers,0,1,109,109
836,Expos1969,Lachute Laurentides,0,1,112,112
837,ace1231960,Halifax Hot Rods,0,1,112,112
838,gcam62,Dirty South Hit Men,0,1,113,113
839,Dugbark,Louisville Bourbons,0,1,114,114
840,juicemoya,San Francisco Mouth Pounders,0,1,116,116
841,ItzNorCally,Humboldt Bay Clams,0,1,117,117
842,jabroo1228,Clearwater Phillies,0,1,117,117
843,BBraves,Bethlehem Braves,0,1,120,120
844,HippoPlaysBaseball,Puyallup Bloat,0,1,120,120
845,TeddyO3,Energy Efficiency,0,1,121,121
846,barasui,MAPO Gorolt,0,1,121,121
847,brainer1023,Charlotte Giants,0,1,121,121
848,kanj_le_manj,Fukuoka Samurai,0,1,121,121
849,Tek15,Ottawa HammerhE6ds,0,1,123,123
850,FrankChance,Skandia Truss,0,1,124,124
851,Pray333,TheBest Pray,0,1,124,124
852,docnike1972,O Fallon Cubbies,0,1,124,124
853,goclippers2,Atlanta Jaspers,0,1,124,124
854,rejebebe2,Newcastle Clippers,0,1,126,126
855,Rumps,Marz Martian,0,1,127,127
856,Thedeityofice-PCK,Pittsburgh Ironmen - PCK,0,1,127,127
857,tigertiger,Toronto Blue Jays,0,1,127,127
858,JPSwanson91,Ridgefield Resistance,0,1,128,128
859,QS7T,Alberta 47's,0,1,128,128
860,SalTnutZ1,Kansas City Kings,0,2,55,22
861,daveyfire11,Northern Virginia Rainbow Wizards,0,2,81,40
862,piemeister,Gloucester Township Goblins,0,2,96,32
863,dbecks_89,Kitchener Kings,0,2,97,35
864,CurlingSEA,Georgia (Tech) On My Mind,0,2,97,48
865,Peltini,Tini Winis,0,2,102,50
866,The_Spartan,Sparta Phalanx,0,2,104,43
867,fotop,Southside Hitmen,0,2,106,43
868,drudonohue,Carlos Chaos Cats,0,2,108,51
869,davidlopezh,Houston Flying Chanclas,0,2,110,36
870,kimhzip,Texas Dolphins Dolphins,0,2,116,57
871,MysterE15,Boise Hawks,0,2,117,54
872,Guancous2,Silver Spring Penguins,0,2,119,56
873,skip410,McConnellsburg Maulers,0,2,121,57
874,BoobCrew,Beloit Snappers,0,2,123,61
875,ijcrichton3,Beckington Historicals,0,2,128,49
876,Rockstr42,North Texas Mean Green,0,2,130,52
877,MisterxDave,Scranton Tacos,0,2,133,60
878,MRanz,Feasterville Tigers,0,2,136,52
879,Blutester1959,Taylor Street Lappers,0,2,139,63
880,apelikejay,ApeLike Apes,0,2,152,73
881,Jblackwood87,Long Island Ducks,0,2,155,32
882,Attaboyd,Frederick Keys,0,2,158,71
883,Chappel27,San Francisco Seals,0,2,162,63
884,admiralrpi,Poplar Bluff Admirals,0,2,163,71
885,LMicheleS,La Quinta Bench Warmers,0,2,164,42
886,Lazygs,Hazlet Hellhounds,0,2,183,64
887,proteins22,New Old Yankees TTC,0,2,186,78
888,Kavon97,Nova Stars,0,2,196,91
889,Cap_Dew,Carolina Sasquatch,0,2,212,98
890,dghostlaw,Buffalo Dingos,0,2,212,101
891,lewis1985,Scuderia Ferrari,0,2,229,106
892,Saigaman,Portland Beaver's,0,2,249,124
893,BeantownBro,Beantown Bros,0,2,251,123
894,HeyMelo27,Worcester Portugees,0,3,75,22
895,heathdg,Slightly Crushed PCK,0,3,143,36
896,easyriko,Rikoville Rikostars,0,3,158,31
897,hawkeyemba,Hawkeye Hellraisers,0,3,160,41
898,Masonw,St. Louis Black Cats,0,3,170,32
899,BeamZ,Modesto Nuts,0,3,192,64
900,evilsmokeybear,Smokey Bear,0,3,192,64
901,Zeke,the knight go packers,0,3,206,25
902,matsustrak3,Borocay Bombardiers,0,3,206,48
903,MajorWager,Amish Adjacent Time Travelers,0,3,213,56
904,Footie75,Carbonear Devil Dogs,0,3,216,35
905,Lastnline,Nor Cal Vibes,0,3,234,47
906,DrewPeacock,Atlantic City Surf,0,3,249,63
907,SRHurt,Oxford Strikers,0,3,287,83
908,bucknasty23,Erie Gorillas,0,3,291,64
909,heinrich_wilhelm,Atlanta Combine,0,3,296,83
910,nichodav,Oakville A's,0,3,309,82
911,Donlooky,York Revolution,0,3,312,75
912,pjcjc1995,Seoul Hannams,0,3,315,90
913,04Monstah,John Henry Must Dye (hiS haIR),0,3,348,108
914,Anteaterpadre,Miramar Flying Tigers,0,4,204,36
915,Guancous3,Silver Spring Acorns,0,4,204,46
916,jimmynova,Arizona Shade,0,4,206,39
917,DanielBougi,Ostrava Arrows,0,4,224,41
918,SeKelly207,Med City Surge,0,4,279,45
919,exhorter24,Burnwell Stars,0,4,380,62
920,Weldon06,Gouverneur Destroyers-E6,0,4,403,73
921,Peakashoo,Seoul Dragons,0,4,416,68
922,royberroa03,Poscast Meaningless Things,0,5,231,24
923,Germany_Venom,Ratingen Goose-Necks,0,5,251,24
924,Stoli406,Casas Adobes Red Foxes,0,5,270,43
925,asexton65,Toneslough Hamiltonians,0,5,310,61
926,Tornade,STMDB AS,0,5,411,63
927,sean11g,Orlando Dreams,0,5,485,80
928,Butang,Hanshin Tigers,0,6,428,25
929,Snake_Plissken,Kingsport Ancients,0,7,590,52
930,ManBehavinBadly,Casey 2 Cans,0,8,536,32
931,koosack,Lochbuie Clowns,0,9,432,33
932,HanZola,Oslo Royals,0,14,995,51
933,Vamplex,Ottawa Torch,0,14,1139,31
934,TheWriter,Milwaukee Butchers,0,21,1153,24
