//Rank,User,Team,Points,Played,Combined,Best
490,DGoist,Cranberry Crushers,62,35,1559,2
491,bigsheldy,Sacramento Athletics,62,37,1642,2
492,Keithmt2025,Colorado Mountaineers,61,24,760,1
493,WayneDo,Alberta A's,61,27,942,1
494,robzilla346,Griffin Brawlers,61,32,975,2
495,gamernamer05,Morton Green Pumpkins,61,34,1019,2
496,Circusham,Clover Hill Spartans,61,62,2691,3
497,audwls1412,Chicago Cubs,60,16,653,1
498,wxscott,Denver Bellaires,60,19,876,4
499,LGMets6986,Gotham Dark Knights,60,28,800,3
500,maparrish,Hershey Hammerheads,60,29,858,2
501,Sandmd1,Encinitas Rockfish,60,35,1120,4
502,hexoiden,Boston Curves,60,44,1712,2
503,brix0900,Dresden Big D Dingers,59,14,333,1
504,cjbaseball11,Utopia Skywalkers,59,36,1572,2
505,Okjp55,Oklahoma Bearcats,59,39,1096,5
506,Soltres0210,Montreal Caribou,59,43,1434,4
507,zwrench,Eugene Emeralds,58,28,1073,1
508,snorlax23,Everett Aquasox,57,26,880,1
509,fluffydawg987,Maine Red Claws,57,38,1224,6
510,IJCrichton,Beckington Badgers,57,40,2152,2
511,chelsea0011,Rockland Surf,57,42,1600,2
512,chrisfeeley,Bramley Moor South Stand,57,46,1607,2
513,TheTyler,Boston Shamrocks,57,49,1788,2
514,au3rupy3,Taichung Goways,57,50,1671,2
515,dshaw47,Timbuktu Blues,57,53,1995,4
516,tjbarnaba,Springfield Isotopes,57,60,2175,3
517,Robin4,Madison Aggies,56,20,562,1
518,68pirate,Central Kentucky Pirates,56,42,1569,2
519,woody9x,Kensington Vipers,56,49,1738,3
520,jeeplj,Lynchville Mobster,56,50,1843,5
521,ScottyW,Cleveland Commodores,55,21,603,3
522,BlueSamuraiG,Vegas Shrimp Cocktails Hot,55,24,1561,3
523,11wagnerl,Fairview Knights,55,26,895,2
524,ilikesports2,Narragansett Wave,55,27,767,3
525,thedeadflag,Kapuskasing Injured Dudes,54,23,819,1
526,joshjonsam,Orcutt TriTips PCK,54,25,929,1
527,Xtoforas,Breslau Binturings - HotL,54,32,1247,10
528,Zooby2022,Tampa Bay Yankees 22,54,38,1528,2
529,ztevans-ttc,Atlanta Braves TTC,54,45,1510,3
530,th52,Brooklyn Dinger Hitters,54,62,2296,2
531,fingerslp,Macomb Township Salukis,53,23,799,1
532,JapaneseTwoEnglish,Philadelphia Quakers,53,34,1066,3
533,metalypuppies2,Little Rock Grays,53,40,1513,2
534,WeissDownsSoler,Jeju Tarheels,53,48,1733,3
535,ztevans,Carolina Mudcats,53,63,3768,4
536,rubyrock75,Annapolis Blue Claws,52,23,790,1
537,ratedgdr,FUWAMOCO Ruffians,52,25,793,2
538,anthony14e,The 208 Padres,52,25,803,2
539,vineyard,Schenectady Steel,52,27,937,2
540,Vuroth,Montreal Royals,52,41,1452,4
541,dcaframe,Wind Point Brewers,52,57,2654,4
542,Iristhomas1994,Sanford Spinners,51,30,1113,1
543,PumpDunkler,Watertown Pump Dunklers,51,32,1084,3
544,richgrisham,Billy Strings,51,63,2631,3
545,Skyrolla91,Portland Grizzlies - CG,50,13,325,2
546,MojitoBoy,Spokane Squirrel Cats,50,14,435,1
547,yonk2,Durham Weird Ones,50,21,744,1
548,mikelegs,Upstate Arsenal,50,22,755,1
549,Garrettjaxx19,Lakeland Aresenals,50,40,1782,6
550,baesdad,Arkansas Assassins,49,16,443,2
551,dpontier13,Omaha Twisters,49,18,534,1
552,rbal,San Francisco Sea Lions,49,18,645,1
553,Recrago,Nat League Town TTC,49,19,543,2
554,supernoah,Vancouver Pilots,49,25,891,2
555,Warhawk2,Havoris Trespassers,49,26,781,2
556,aaronrl412,Bikini Bottom Jellyfish,49,36,1400,4
557,butterspoon,Prairieville Gophers,48,17,445,2
558,ilay620,Las Vegas Bat Country,48,19,818,2
559,matsustrak3,Borocay Bombardiers,48,22,697,2
560,Freedom1978,Yokota Samurai,48,22,856,1
561,tigertiger,Toronto Blue Jays,48,31,996,4
562,PlayBall2020,Toledo Mighty Hens,48,38,1313,8
563,Astrodawg,Alabaster Abalone,48,42,1906,2
564,BeaconHolder,Hesperia Elephants,47,9,140,2
565,Route66,Route66 Highwaymen TTC,47,9,201,1
566,parkjihyo3,sf onces,47,13,441,1
567,Succubus_Amber,Philadelphia Succubi,47,33,1160,4
568,trustgreene,Mendham Mud Hens,47,37,1776,4
569,Creyton53,Prairie Grove Tigers,46,34,1209,3
570,willnick,Warner Robins Demons - HotL,46,34,1625,3
571,Jblackwood87,Long Island Ducks,46,45,1943,2
572,double,State of the Sim Leagues TTC,45,24,874,1
573,Tamzin,Miami Tamps,45,30,908,3
574,QS7T,Alberta 47's,45,37,1476,4
575,GrimmReality,Stone Creek Armadillos,45,40,1469,3
576,HMoth,Hollywood Mothers,45,43,1660,3
577,vbjb,Eagle Idaho Hawks,45,44,3352,2
578,maninhat76,Florida Men,44,18,576,7
579,dmacgreg37,Notre Dame Fighting Irish,44,20,553,3
580,theexTIMinator,Humongous Melonheads,44,20,1006,5
581,brox13,Shelbyville Nuclear Power Plant,44,26,1035,1
582,dmsg201,Covington Blue Sox,44,29,1169,1
583,zysem6,Saratoga Gallopers,43,13,425,1
584,yno88,Elam Van Gilders,43,27,985,2
585,Dono433,Giant 43s,43,34,2066,2
586,widereceiving,Valencia Oranges,43,44,1630,3
587,EVCinNYC,EVC's Banshees,42,6,142,1
588,bksenior,Canasty Street Weirdos,42,9,286,1
589,dwcoleman0612,West Chester Commandos,42,15,511,1
590,TigerGDK,OKC Whirlwinds - PCK,42,30,1757,6
591,thestormbacca,Detroit Wookies,42,40,2054,10
592,Doubleglaze,Roseburg River Hawks,42,51,1974,7
593,AceBrainteaser,Pop's Volcanos,41,10,287,1
594,Blacktrip,Beaverton Black Wolves,41,14,319,3
595,redsoxfaithful,Charlotte Aviators,41,15,816,6
596,dannibalcorpse,Long Island Trash Boyz,41,23,787,3
597,Tvbona,Goshen Fighting Maple Leafs,41,23,807,1
598,GoClippers,winning winners,41,24,900,2
599,thehuseman1,Hancocks and Sidekicks TTC,41,31,1606,3
600,bosox65584,New England Riptide,41,36,1809,3
601,Blundy,Elizabethtown Diamond Dawgs,41,42,1960,2
602,beaureese,Charlotte Phighters,41,50,2110,5
603,mustardplug,Somerville Villains,40,17,443,2
604,Cap_Anson,Trawick Blueberry Crushers,40,19,630,4
605,BarnOwlsAby,Harrisburg Barn Owls,40,29,1127,3
606,darrylm,Edmonton Prospects,40,34,1064,4
607,Erad,Kandy Kanes,40,36,1428,3
608,Ominous,Zand Dynasty,40,38,1705,5
609,accismusfox,Rocky Mountain Vibes,39,9,206,2
610,Raider42,Armada Angels,39,10,299,1
611,heathdg,Slightly Crushed PCK,39,14,696,3
612,Semimango,Seaholme Pelicans,39,18,601,1
613,LuskQuake,Shamrock Club,39,20,1142,1
614,Isaac292929,Belltown Crows,39,28,1103,3
615,akaHoudini,Hunlock Creek Phillies,39,29,958,5
616,savagino,Portland Sea Dogs,39,29,1192,7
617,JuliusR,Green Mt Boys,39,44,1663,5
618,VatosLocos,Rotterdam Hooligans,38,7,131,1
619,Mythofdob,Ottawa Hawks,38,16,496,2
620,ThoughtsofSeb,Westchester Warriors,38,17,471,3
621,fireman131,Avery's Avengers,38,23,798,1
622,coolnicwang,NIC GTpro PRS LTD-2015,38,27,1053,2
623,Rwautlet,Nashville Stars,38,29,1090,3
624,Kvothe,Horton Bay Hemingways,38,40,1986,1
625,igobyron,Bethlehem Steelpugs,37,10,510,1
626,Rambler97,lost lake loons,37,17,664,1
627,TheBrocktopus_99,Atlanta Eagles,37,18,557,1
628,Brandon5tewart,Homestead Isotopes,37,24,808,4
629,gmjorden,RISP City Scorers,37,25,970,5
630,zacxor,Senftenberg Moshers,37,51,2050,5
631,tmcnickle33,Memphis Chicks,36,14,333,4
632,JShea19,Traverse City Beach Bums,36,18,627,1
633,psmith922,Glendale Suave House,36,20,646,4
634,Dal8847,Grand Rapids Warriors,36,20,735,1
635,dmsg202,Tamalpais Chiefs,36,21,797,2
636,saltair,Keir Tempers,36,23,1062,4
637,Fyrinor,Beachside Blue Hornets,35,7,190,1
638,Brahmsian,Hanover Paladins,35,17,502,4
639,Karamba88,Krakow God Honour Fatherlan,35,21,1345,2
640,SamuelBaerga,New Jersey Clippers,35,26,950,3
641,rsimon311_27,Edmond Yetis,35,26,971,3
642,motyatucker,Ithaca Isotopes,35,26,1025,5
643,Frost99,Merriman Park Red Raiders,35,45,1698,5
644,RyeGuytheTechGuy,Old Factory Shakers,35,45,2098,3
645,cpm120,Satellite Beach Manatees,34,9,259,1
646,poguemahone81,Greenville Airhogs,34,11,347,3
647,BigDumper,Madison Park Zags,34,14,409,3
648,SunnyBurn,Salt Lake Bees,34,15,435,2
649,Wheatchex,Wolcott Locomotives,34,17,697,1
650,Dernatron26,Hobbiton Hobbits,34,22,694,4
651,Ravioli27,Montreal Canadiens,34,24,814,6
652,skip410,McConnellsburg Maulers,34,37,1447,7
653,RoosterKing,West Richfield Barnstormers,33,6,126,1
654,petrichor_PCK,Punxsutawney Pandas PCK,33,10,405,1
655,RyanHall,Oceanside Baseballroos,33,13,446,6
656,iamqameron,Portland Roses,33,20,845,4
657,clavette2,Connecticut Stripers,33,21,654,4
658,hometownmarkup,Waltham River Otters,33,34,1421,3
659,Scorpio74,Virginia Generals,33,39,1382,7
660,Orioles1970,Hughesville Hangovers,32,8,220,1
661,twinndaddy,OBX Waveriders,32,15,714,1
662,fyrinor00,Beachwood Blue Hornets,32,16,508,4
663,odradek,Ghost Town Revenants,32,21,665,8
664,Yeen,Munich Black Cats,32,24,837,4
665,Wmbly62,Kitchener Panthers,32,27,938,3
666,Panzeric,Blissfield Sugarboys,32,31,1209,6
667,Dakota_Tundra,West Chester Umakinz,32,32,1190,6
668,camonroe,Virginia Hunters,32,37,1402,2
669,BeatleBoy9112,B-Town Barnstormers PCK,31,8,191,2
670,atabakin2,Chesapeake Freaks,31,9,359,1
671,piecraver,New York Whalers,31,12,403,1
672,MysterE15,Boise Hawks,31,18,525,5
673,corgichickenleg,Whitetop Mountains,31,24,809,3
674,qqqw,Dugwal Dirt Diggers,31,25,884,2
675,No_Moneyball,Oakland Athletics,31,27,1048,8
676,Delfin,Old Gods of Asgard (PCK),31,33,2311,7
677,Cenambik,Lincoln Prairie Fire,31,37,1365,9
678,tkinsherf,Boston Dash,31,46,1940,5
679,batt27,Felton Plunkers,31,57,2258,5
680,alien1011,Verona Edge,30,7,156,2
681,quentinbzh,Brest Bulldawgs,30,8,212,3
682,Nukester,NY Dirtywater Dogs,30,10,309,2
683,Splashshots,Minnesota Loons,30,13,459,4
684,DannyM,Anchorage Moose,30,15,421,3
685,chsfb75,Mishawaka Shoe Raiders,30,20,851,5
686,BeamZ,Modesto Nuts,29,8,233,3
687,xplisit129,Carthage Elephants,29,9,276,4
688,julie,San Antonio Beach Boys,29,18,555,4
689,40Calhoun,Charleston Sand Gnats,29,18,854,4
690,jcomey,Albion Rounders,29,24,783,5
691,JayhawkQ,Lawrence Royals,29,26,936,4
692,Coop15,New York Knights,29,27,1021,5
693,Metallical,Super Luffy Mawrinas,29,27,1285,4
694,Shuggy101,Edinburgh Eagles,29,31,1223,3
695,Primo_Fizz,Scottish Claymores,29,44,2070,10
696,hetubird,Pawtucket Red Sox,28,2,11,1
697,aw13_pck,BINGO Checkers Union - PCK,28,2,17,1
698,kenr48go,Speed Kills Defense Wins TTC,28,12,347,2
699,googledrive,Olathe Falcons,28,22,1104,2
700,stan1947,Team Dynasty Screamin Eagles,28,52,2197,6
701,BONESAWISREADY,Dertroit Beisbolcats,27,4,93,1
702,ZigglarsTusk,Detroit Mustangs,27,5,170,1
703,edmo922,Nome Sayins,27,6,190,1
704,HermanSmutley,Southend Seasiders,27,7,137,2
705,Stoli406,Casas Adobes Red Foxes,27,7,281,1
706,AngusFrankfurter,Cherry Grove Lazer Raptors,27,11,386,6
707,ssuldae,BUSAN BLUE JAYS,27,20,676,3
708,guno050310,ATLANTA Crew,27,26,876,5
709,mhilgenkamp1,Fremont Tigers,27,29,1024,5
710,Auto777,New Bedford Nuts,27,40,2139,5
711,APB1990,Newcastle Magpies,27,44,1678,6
712,rudyt2039,Ft Worth Oil Barons,26,6,301,1
713,chessafari,Charbonneau Lynx,26,9,399,2
714,Ruffdog72,St. Louis Brownies TTC,26,16,596,2
715,tksnow8,Seattle SuperSonics,26,17,701,4
716,jjhels,OKC Black Bears,26,18,718,4
717,mitchiapet,Midwest League Alumni TTC,26,20,748,3
718,Fighting22,Clown College Dropouts,26,25,847,5
719,Penji,Salisbury City,26,31,1300,12
720,jsitko,Pulaski Pils,25,4,130,2
721,mkeaveney01,Saratoga Colts,25,8,190,3
722,Eltoasto,Shibuya Shredders - GH,25,10,301,3
723,spindoctor02,Little Rock Rangers,25,11,307,6
724,Capngary,Chattanooga Hart Attacks,25,17,518,8
725,Chaotic903,Kansas City Monarchs,25,18,793,5
726,2-seamer,Detroit Spirits,25,18,938,2
727,yankeedan7,Lake Ridge Wranglers,25,19,648,3
728,rvd887,KR Royal Chanels,25,22,1055,5
729,lewis1985,Scuderia Ferrari,25,23,887,6
730,Momosomi,Seoul Super Stars,25,27,1252,4
731,phillyguy73,Philadelphia Blue Jays,25,39,2021,7
732,Lathum,Belmar Brew Crew,24,13,431,4
733,ItzNorCally,Humboldt Bay Clams,24,17,565,3
734,makabara2,Itchycoo Park,24,21,704,7
735,TonySpumoni,Cascade Blizzard,24,21,753,5
736,tommygunz,Orlando Arcias,24,21,758,6
737,Nate1105,Bayou City Yard Dogs,24,22,919,2
738,Brent3232,BYU COUGARS,24,29,1000,8
739,textilemonster,Kokomo Automakers,24,30,1190,8
740,lisalovesbiology,StufftyTown Stuffties,24,34,1651,3
741,brewcrewbombers,Dinosaur Bob and the Pimlico Pirates,23,6,111,3
742,huntedsours,Seoul Heroes,23,10,320,4
743,solorush,Sammamish Totems,23,12,367,2
744,Low_and_Slow,Outside the Box Silver Foxes,23,15,538,3
745,ncrouse7,Lonestarr Eagle Fives,23,16,653,4
746,yaoshow,Busan Nose Dogs,23,16,658,3
747,keithsmoustache,Oklahoma City Dumb Okies,23,19,607,6
748,Jakkarro,Silver Lake Poachers,22,7,236,2
749,skyofuli,Gilead Gunslingers,22,12,397,4
750,questonme,The Big Lebowskis,22,15,478,5
751,Thistledroyd,Manchester Camels,22,15,522,6
752,mitchiapack,Pacific Coast League Alumni TTC,22,19,606,8
753,cubsfan2003,Big Boys From B Teams TTC,22,21,1399,14
754,rrajeevy,New York Jackhammers,22,24,984,5
755,PAF,Gladstone Athletics,22,25,1147,3
756,Joetime,Dunedin Standard Poodles,22,39,1800,9
757,SpecialK19,Cleveland Spiders,21,7,191,4
758,dhartman90,Tampa Smokers,21,7,206,2
759,szczepam,Philly Phlyers,21,11,417,4
760,camel,Dunwich Horror,21,12,415,7
761,aw13_ttc,Dome Sweet Home - TTC,21,12,423,5
762,sportsman44,Family Sielo Gabino,21,15,683,4
763,derekofferman7,Bonds Barry Bonds,21,16,534,12
764,nutbunnies,New Haven Ravens,21,17,621,3
765,kah88,South Bend Jackals,21,18,761,3
766,ntorsky,Door County Dockers,21,18,896,4
767,brsexton42,Bensylvania Zephyrs,20,7,170,3
768,profoundity,Saitama Nandemo,20,11,346,4
769,akap2010,Olney Squirrels,20,12,383,3
770,gpiazza,Denver White Elephants,20,12,539,3
771,PreFightDonut,Everett Aquasox,20,13,458,5
772,Emmab217,Newark Bears,20,14,470,5
773,Stogies,Tampico Stogies,20,18,549,8
774,Chrisbaseball7,Oregon Ducks,20,23,947,6
775,SamwiseGanja,GreenBowl Packers,20,24,735,9
776,mick1027,Shawnee Silver Sox,19,5,122,2
777,Wilsox,Frankford Buck Hunters,19,6,240,3
778,krparker87,WV Power,19,9,540,10
779,oreamnos,Snohomish Sea Otters,19,10,345,4
780,omaldaal_455,Equipe Quebec TTC,19,11,324,8
781,Sizer,Melbourne Praetors,19,12,372,5
782,crouton215,Chicago Crouton Crushers,19,14,501,3
783,Cios23,Tampa Bay Devil Rays,19,14,805,3
784,swgalaxy,Scruffy Nerf Herders,19,15,532,4
785,shadowlab2000,Shakedown 1977 Microbus TTC - HotL,19,15,751,7
786,wkelly73,Fort Worth Garrison,19,16,518,11
787,killgorefish,Happy Cowboys,19,17,536,6
788,duckworth92807,So Cal Spicy Srirachas,19,17,553,9
789,Oakenshield,Chile Chillionaires,19,20,862,16
790,offseasonblues,DS Niners,19,42,2087,5
791,Ichiro262,Michigan Trumbull Walewanders,18,7,184,2
792,TheBurg11,Stuart City Surrender Cobras,18,9,254,6
793,dylanb29,London Knights,18,9,369,4
794,Rusty_Kuntz,Kentucky Colonels,18,10,291,6
795,richiro33,Las Vegas Stags,18,19,655,9
796,gricky_grimez,Culver City Glizzies,18,19,868,9
797,jmo32,Ocean City Crabbers TBD,17,6,221,4
798,Thehildabeast,Bellevue Butchers,17,7,309,12
799,Lastnline,Nor Cal Vibes,17,8,291,8
800,rj1240,PVille Rage,17,8,313,4
801,tlasko,Cleveland Spiders - CG,17,9,271,5
802,rhammondinho,Milwaukee Milkmen,17,13,495,7
803,bakalbhenn,Sunnyvale Mustard Tigers,17,14,452,3
804,ajslayer44,Winnipeg Team of Awesome,17,18,694,5
805,janitor,Springfield Scrubbers,17,27,1124,9
806,theconstantlaw,Delaware Blue Hens,17,28,1068,5
807,khucjh15,Los Angeles Dodgers,16,2,33,2
808,eraticobserver,Woodstock Paper Tigers,16,4,94,3
809,jc25,Beckley Bucks,16,5,130,4
810,hubatbat1943,Whitin Rockets,16,6,226,6
811,phoenixplp,Phoenix Firebirds,16,7,228,3
812,boofbosner,Atlantic City Bacharach Giants TTC,16,11,480,5
813,Cheech34,Arizona Wavy Gravy,16,12,445,3
814,Moid,Milwaukee Barrelmen,16,13,570,4
815,HippoPlaysBaseball,Puyallup Bloat,16,14,468,7
816,amjohnso,La Crosse Lumber Puppies,16,16,475,11
817,BigDaddy1928,UVM CATS,16,17,679,5
818,piatesfan79,Bull City Bombers,16,20,845,11
819,MightyHealthy,Parodic Initial- Havers - SCROTL,15,1,2,2
820,JoelFK,Springfield Steamed Hams,15,1,4,4
821,phillies07_08,Magnolia Rams,15,2,48,2
822,XCRunners,Jeepville Wranglers,15,8,302,5
823,goclippers2,Atlanta Jaspers,15,10,315,6
824,psyro23,Statesville Shadowcats,15,10,337,3
825,bk4021,Omaha River Rats,15,12,392,6
826,geysers,Tuscaloosa Thunderbirds,15,15,470,9
827,Warfsu,Gettysburg Warriors,15,16,781,7
828,timomouse,Sandy Bees,15,18,567,5
829,Brayden15,Long Island Ducks,15,18,739,13
830,Avitt21,Fuzzy Dunlap,15,19,794,11
831,quase23,Somewhere South,15,21,969,9
832,jdfisher91,Norwalk Suns,15,23,972,14
833,halferah,Pittsburgh Palm Bucs PALM,14,5,129,3
834,Bbarnett98,Reston Wranglers,14,5,138,3
835,Rayzor,Shoebox Legends,14,6,154,3
836,thekid1919,Somewhat Damaged,14,7,260,3
837,iamxplisit,Pensacola Pinstripes,14,8,222,10
838,brainer1023,Charlotte Giants,14,11,475,7
839,greg_oz,Danville Diablos,14,13,569,6
840,Bigwhiff,Ahwatukee Augers,14,14,534,12
841,eamuscatuli,Prestige Worldwide,14,14,692,14
842,slayers0812,Shreveport Bashers,14,19,757,15
843,ragecage559,California Athletics,14,20,877,6
844,Footie75,Carbonear Devil Dogs,14,24,1001,7
845,cacrowl,Normal Nighthawks,14,28,1078,18
846,ThePhantomPoo,Aurora Angels,13,3,58,4
847,4forDelgado,Dawson City Nuggets,13,3,105,4
848,oldstorm700,Saint Wendel Palatines,13,4,55,10
849,PSYCHOG,Fishhawk Freedom,13,9,199,9
850,Citidream,Northville Stallions,13,13,581,8
851,dag,Chicago Rat Finks,13,13,607,5
852,andyg24,Sheffield Artefact Sceptics,13,13,1031,13
853,gjewett1,Philly Lumberjacks,13,15,600,15
854,JSW123,Melbourne Criminals,13,15,753,7
855,PMG,Mundy Mustangs,13,17,638,8
856,jacobavalene,LCFC FOXES,13,17,701,9
857,joelszak,Sedona Sky Readers,12,4,126,3
858,J1A19P5,Calgary Vipers,12,5,228,9
859,SneathLane,Sanko Slicko Hopmashers,12,7,388,5
860,aikotoba,TAIPEI BUNNY,12,8,250,5
861,jeffw3000,Beaver Falls Bees,12,8,263,5
862,JAJILLAS,Barcelona Armadillos,12,9,290,7
863,PlsStopYelling,Seattle SadBoys,12,11,461,7
864,stubby_clapp,Montreal Olympiques,12,14,487,11
865,Snake_Plissken,Kingsport Ancients,12,14,593,12
866,MistaD72,Hamilton Ding Jackers,12,15,609,6
867,Jojorabbit21,Football Manager 2012,12,16,628,16
868,redsoxcurse,Flagstaff 49ers,12,20,816,5
869,ErieLive,Montreal Expos TTC,11,2,33,4
870,rolley1970,Tennessee Trains,11,2,59,3
871,HeyMelo27,Worcester Portugees,11,3,84,4
872,ktoering,OOTP 26 Imperfects TTC,11,3,96,3
873,kyndig2472,Beware of Chicken,11,4,65,5
874,SalTnutZ1,Kansas City Kings,11,4,152,4
875,hoosier9,Lowell Cubs,11,5,122,8
876,esasky,Dizzy Esasky,11,6,193,5
877,phillzigg,Buffalo Bisons,11,6,231,5
878,SOdette,Asheville Skydogs,11,9,256,10
879,Melbye,White House PB JAM,11,10,288,9
880,xekyn92,London Ocelots,11,10,338,6
881,synthbangers,Spring Synthbangers,11,10,529,9
882,DocBear,Knockemstiff Golden Horde,11,12,529,9
883,Frostcrest,Cy Young Winner Rick Porcello HOTL,11,13,498,5
884,splattus,New Haven Ravens,11,15,602,11
885,TheWriter,Milwaukee Butchers,10,1,3,3
886,doc,K-STATE BATCATS,10,1,3,3
887,mastastanza,Maryville Isotopes,10,1,3,3
888,NMCher,Kashima Foxes,10,1,4,4
889,craigbshuman,Minneapolis Millers,10,1,4,4
890,teem1,Waimanalo Blues,10,1,4,4
891,tdquinn2617,Houston Pioneers,10,2,45,3
892,Cap_Dew,Carolina Sasquatch,10,4,72,8
893,cjay101,Great Bend Panthers,10,4,82,8
894,james4112,Trois-Rivieres Red Rhynos,10,4,109,6
895,BearMountainX,Bear Mountain Bruins,10,4,118,4
896,VonPreux,Sendai Samurai,10,4,167,4
897,TransAmWhisperer,Clemson Tigers,10,5,125,16
898,jjuengel,St. Louis Braumeisters,10,5,144,5
899,CAMELSBACK,Venus Flytrap,10,6,157,6
900,bababooey4,Baltimore Bababooey's,10,6,233,6
901,s3rat0nin,Brooklyn Robins,10,7,238,14
902,Pud_Galvin,San Francisco Seals,10,8,280,7
903,s1c1l1anm0bst3r,Long Island Ducks,10,8,406,12
904,Lorgeous,Rockford Peaches,10,9,265,14
905,Cloud87man,Songdo Eagles,10,9,363,8
906,Gruffy_McGraw,Deltaville Fire Ants,10,9,466,8
907,Trigger017,St. Louis Sluggers,10,9,495,13
908,ijcrichton3,Beckington Historicals,10,10,328,9
909,Richter,Buhners Bombers,10,10,363,12
910,miketx56,Borger Busch Slammers,10,11,496,5
911,Cramel,Farmville Barnyard,10,12,478,7
912,Capes,Wheatfield Underdogs - GH,10,13,500,10
913,RealVanillaGorilla,Epic Furries,10,15,837,5
914,IDontEverLose,Ottawa IDontLose,10,17,737,13
915,Bonesmalone3246,Star City Scary Cats,10,17,765,12
916,yazfan67,Westborough WooSox,10,23,1018,7
917,toastytrost,Morris Mallards,10,23,1206,10
918,TeeClev,Winston Salem Dash,9,2,17,5
919,cmorr,Parma Red Passion,9,2,17,8
920,DarkChaosGaming,Tulsa Goldies,9,2,24,8
921,DepDog,Rickville RubberDuckies,9,3,51,8
922,Powser005,Vancouver Timbers,9,5,198,7
923,Bobble,Bobble Socks F2P,9,6,195,9
924,FlickOfTheWrist,SW Washington Black Bears,9,6,195,9
925,Pacoima,Lassen Dragons,9,7,204,10
926,becksaysno,Raleigh Rubadubs Rubadubdubs,9,7,253,12
927,Wild_Stallions,PNW Wild Stallions,9,8,298,12
928,crouton1971,Tennessee Tornado Bats,9,11,408,10
929,metrician,Delco Accents,9,12,401,9
930,gothmoney,Gdansk Mariners,9,12,545,11
931,Moneymanny22,Montreal Expos,9,12,553,5
932,Lapillus,Halong Seafarers,9,13,457,11
933,jacobb0321,Toledo Mudhens,9,13,489,13
934,Infinite,Murray Giants,9,14,1076,5
935,Goldeneye55,New Jersey Devils,8,5,140,5
936,Bamrock,ARRRRRRRRRRRGH PIRATE SEARCHING 4 B,8,5,141,6
937,AshevilleBoomsticks,Asheville Boomsticks,8,5,165,8
938,Judicator,Topsham Anglers,8,6,216,6
939,mcolhoun,I Love NY TTC,8,6,218,5
940,jlk14,Morro Bay Chameleons - PCK,8,6,279,24
941,MadMatt,Durham Los Toros,8,8,297,9
942,statmattmitchell,St. Charles Fighting Saints,8,9,319,9
943,Caesar66,Vancouver Voodoo,8,9,329,7
944,rkluger3,Malta Fruit Loops,8,9,362,6
945,bcrp77,Domincan Plataneros,8,9,568,6
946,gorgo2005,Finneytown Flames - HotL,8,10,363,6
947,ManBehavinBadly,Casey 2 Cans,8,10,531,10
948,ifeelnormal2,Bloomfield Pilgrims,8,11,522,12
949,LouCat22,New Jersey Thunderbolts,8,11,534,16
950,cb2,Guadalcanal Lightning,8,13,863,27
951,JRobs42,Tewksbury Minutemen,8,14,584,14
952,skjung1998,Loughborough Ducks,7,2,29,7
953,kakahingwong,Seattle Seahawks,7,2,48,16
954,JmRoto,. Roto,7,3,74,7
955,Frosty24,Chicago Cubs,7,3,82,8
956,PhatDoinks,Pittsburgh PowerHAUSE,7,3,110,6
957,shabagel,Montreal Expos,7,3,122,8
958,mdweible,Idaho Vandals,7,4,138,7
959,EfficientCucumber,Hill Country Croissants,7,5,184,12
960,BraveSol,Southern Sol PCK,7,5,187,5
961,Luth,Richfield Typewriters,7,6,182,16
962,Smurph,New York Smurphs,7,6,217,15
963,morgme0,Columbus Jobus,7,9,360,12
964,Amused1,San Francisco Sonics,7,10,368,12
965,opw137,fire pants,7,12,470,6
966,Silo,OKC Comets,6,1,7,7
967,x23jE,x23jE x23jE,6,1,7,7
968,Kleinman85,Austin Hammerheads,6,1,8,8
969,TheInventor,New York Yankees Yankees,6,1,8,8
970,TommyHawk,Ames Face-Punchers,6,1,14,14
971,czechjustin,Beskydy Vinegar Punk,6,2,25,9
972,cajafuerte14,Elsinore Daggered Nine,6,2,32,16
973,Bullwinkle,Underhill Black Bears,6,2,46,6
974,Witmer31,Lancaster Littles,6,2,59,5
975,zrog2000,Apex Predators,6,2,60,8
976,daveyfire11,Northern Virginia Rainbow Wizards,6,2,70,8
977,BrueskeGoat,Wauconda Black Panthers,6,2,82,5
978,chrism,Phoenix Drought,6,2,120,6
979,Mattram08,El Paso Trojans,6,3,73,10
980,jsitko2,Montrose Beach Piping Plovers,6,3,74,11
981,borskram,Chandler Roadrunners,6,3,98,6
982,Yotsu,Endfield TangTang,6,3,132,6
983,Itealo55,Itealo GameGetters,6,4,144,5
984,luissalasb17,Twin Peaks Pinguinos,6,4,187,6
985,Deadoblivion,Trenton Triceps,6,5,112,11
986,kaachhimself,Drumheller Dinoroars,6,5,133,11
987,trod,Freedom Grabbers - HotL,6,5,138,11
988,crmorri3,Philly TBA,6,5,198,5
989,FreddyFoxTV,San Pedro Pirates,6,5,214,11
990,Lutherwwwb,South Richfield Sushi Rolls,6,5,261,10
991,nichodav,Oakville A's,6,5,301,5
992,mightymorlang,Rochester Rage Hawks,6,6,215,9
993,badgercd,Capri Badgers,6,6,221,8
994,JordanIsACow,Pittsburgh Bridges,6,6,227,10
995,mscianca88,Fairview Knights,6,7,207,16
996,mdlax19,Baseball Team,6,7,272,14
997,millerp16,Biloxi Shuckers,6,12,486,19
998,ameliabedelia,Angeles Angels,6,12,581,9
