//Rank,User,Team,Points,Played,Combined,Best
503,Dernatron26,Hobbiton Hobbits,8,8,512,22
504,Crazy8,Gandalf's Gryphons,8,8,525,28
505,andy00aggie,Rockwall Ballers,8,8,528,23
506,AGordon1109,Grace Os,8,9,573,18
507,Avitt21,Fuzzy Dunlap,8,10,740,16
508,syaver,Carleton Place Moon Mammoths,8,11,705,16
509,JuliusR,Green Mt Boys,8,11,815,17
510,Duckaneer,Sierra Nevada Nuggets,8,11,1152,30
511,jeeplj,Lynchville Mobster,8,12,785,23
512,szczepam,Philly Phlyers,8,13,1095,9
513,Monopole,Medford Mallards,8,14,727,12
514,sasso,Mooresville Hyons,8,15,1039,20
515,The_juice,Newport Gull's LE,8,15,1113,27
516,Dugbark,Louisville Bourbons,8,17,1198,9
517,babbs,St. Clair Engineers,8,22,1865,29
518,ColeTop10,Toronto Terns,7,2,59,14
519,ItsLolgical,Siloam Springs Brookrunners,7,4,169,12
520,jcj32002,Golden Valley Gobblers,7,4,218,9
521,krashl007,Detroit Sultans of Swing,7,4,224,14
522,pken3,Mishawaka Meteors,7,4,256,13
523,Wild_Stallions,PNW Wild Stallions,7,5,291,24
524,jrooney325,Hudson Railers,7,7,553,7
525,Gunsmoke,Aberfeldie Falcons,7,8,600,21
526,Lach,Mooresville Devils,7,8,609,20
527,qm3125,Dungeon Meshi Marcille,7,9,485,23
528,Boom-Boom,Anchorage Sky Hawks,7,10,974,36
529,golfhog44,Kenny G's Saxophones,7,11,580,27
530,Primo_Fizz,Scottish Claymores,7,12,597,14
531,corbino77,Moncton Mosquitos,7,13,1076,30
532,GrooveJedi,Johnstown Squatch Nationals,7,16,1314,22
533,TrityJ,Washington Nationals,7,17,1551,37
534,orioles,Bel Air Orioles,7,28,2506,38
535,Isarnan,Dark Web Hackers,6,1,14,14
536,ezradenney,Al Amedans,6,1,14,14
537,rejebebe2,Newcastle Clippers,6,1,14,14
538,drudonohue,Carlos Chaos Cats,6,2,59,9
539,shadowlab2000,Shakedown 1977 Microbus TTC - HotL,6,2,105,15
540,AngusFrankfurter,Cherry Grove Lazer Raptors,6,2,121,16
541,miketx56,Borger Busch Slammers,6,3,90,14
542,Qortar,I2019m Rock hard,6,3,162,12
543,dldl1077,Anyang 235,6,3,352,23
544,trod,Freedom Grabbers - HotL,6,3,467,31
545,oldbustedjorn,Tatamy Geckos,6,4,89,10
546,philo1,Grover Beach Grouches,6,4,171,17
547,SamuelBaerga,New Jersey Clippers,6,5,318,16
548,RyeGuytheTechGuy,Old Factory Shakers,6,6,210,16
549,Moby-Dick,Inland Empire 66ers,6,7,337,22
550,Edezaris,New York Knights,6,7,466,9
551,mkeaveney01,Saratoga Colts,6,7,617,37
552,deldah35,Bedford Phillies,6,8,308,16
553,cacrowl,Normal Nighthawks,6,8,499,21
554,InterestingGames,Interesting Games Interesting,6,8,509,18
555,DIamondGirl,Sunnyvale Bottlekids,6,11,549,14
556,bwsf93,Newington Nightmares,6,12,934,44
557,Chappel27,San Francisco Seals,6,14,1038,31
558,csnay,Connecticut Astronomers,6,15,783,15
559,WiggsWearsWigs,Taichung Rock,6,16,1209,41
560,Mr_Greek88,Athens Hoplites,5,4,176,15
561,Engra0061,Brooklyn Tip-Tops,5,4,306,15
562,Gruffy_McGraw,Deltaville Fire Ants,5,5,344,52
563,boomer70,Winnipeg Golden Knights,5,5,375,28
564,ArmandBaseball,Jacksonville Cthulhu,5,5,410,24
565,Salamandre,Limoges Team Salamandre,5,5,522,15
566,Karlzab,Lamigo Monkeys,5,6,519,43
567,suprmane,Susquehanna Soniqs,5,6,564,28
568,ilikesports2,Narragansett Wave,5,7,253,14
569,PlayBall2020,Toledo Mighty Hens,5,7,525,14
570,HarackPhoto,Westerly PauseOx WlyPox,5,7,591,26
571,pakardian,Genericsville Generics,5,8,282,14
572,sdkoral,Bad Bunny Maranville,5,8,595,30
573,TheRick,Rockford Redbirds,5,8,700,40
574,RoJo,Mount Pleasant Mounties,5,8,914,20
575,DSLFC,Liverpool Reds,5,11,911,17
576,jcsilk4,San Diego Dragons,5,14,1193,19
577,rpatti47,Jersey Devils,5,15,1382,23
578,39Cobra,Vulcan 39Cobras,5,16,668,17
579,eatemuptigers,Motor City Kitties - HotL,4,2,34,13
580,Mazten,Sultan Swats,4,2,44,14
581,VinSki,Huntington Bullsharks,4,2,55,21
582,Buckeye,Columbus Evil Squirrels,4,2,59,26
583,Doctor_Gonzo,Salty Hall Monitors TBD,4,2,78,18
584,BradChampion,Worcester Boys of Somers,4,2,82,26
585,stoli314,Charleston Dirty Birds,4,3,151,32
586,TacocaT371,Monterey Jacks,4,3,184,56
587,Blacktrip,Beaverton Black Wolves,4,3,196,20
588,mastastanza,Maryville Isotopes,4,3,213,24
589,Nate1105,Bayou City Yard Dogs,4,3,389,43
590,nc996,Elba Emperors,4,4,130,24
591,Norejus,Lovecraft City Werewolves,4,4,232,22
592,Dbsilber,Santa Monica Vikings,4,4,316,21
593,cjbaseball11,Utopia Skywalkers,4,4,338,19
594,Richter,Buhners Bombers,4,4,410,17
595,Cheesetruck25,Adidas Nylon Pants,4,5,285,41
596,merryva,Virginia Highlanders,4,6,211,25
597,GraniteTiger,Tallassee Tornados,4,6,215,28
598,arejujas,Fusion M Asere QueBola,4,6,282,23
599,jerseymk,Ocean City Islanders,4,6,354,11
600,PSYCHOG,Fishhawk Freedom,4,6,513,29
601,BeatleBoy911,B-Town Nasty Boyz,4,6,516,14
602,MoonlightMatt,Maple Madness,4,6,539,51
603,The-Answer,Anaheim Angels,4,6,604,48
604,cmanahan525,Oklahoma City Stealth,4,7,605,27
605,n8kat,Tradewind Tides,4,7,751,27
606,MMCOLDAGAIN,City Hospital Doctors,4,8,545,18
607,Twins613,Gotham City Batmen,4,8,674,49
608,SOdette,Asheville Skydogs,4,8,861,15
609,Tom88,Krakow Hussars,4,8,946,30
610,quitonpere,Shackleford Pocket Sand,4,9,335,20
611,Jhaelen,Milwaukee Milkmen,4,9,577,25
612,JMDJR1,Billstown Fightins (F2P),4,11,638,20
613,Marburg95,Sedley Peanuts,4,11,804,31
614,MajorWager,Amish Adjacent Time Travelers,4,11,843,33
615,jowwcamp,Coralville Cunning Stunts,4,14,701,9
616,TheTyler,Boston Shamrocks,4,14,805,18
617,Tornados,STMDB CAPITALES,4,15,1711,31
618,StratMJ,Carbondale Saluki's,4,16,1201,26
619,NickVermont,Cologne Wrath,4,19,1273,21
620,flash10367,Fightin' Fours TTC,3,1,11,11
621,Moid,Milwaukee Barrelmen,3,1,12,12
622,sm6986,Rajasthan Rifles Rifles,3,1,15,15
623,abangs,Chickaluma Cluckers,3,1,23,23
624,ilay620,Las Vegas Bat Country,3,1,26,26
625,agarris1,Sticky Bats,3,1,27,27
626,Paulus5513,Rotterdam Dragons,3,1,28,28
627,bizniff,Claude City Octopi,3,1,30,30
628,knottaverage,Woodridge WildBois,3,1,32,32
629,turnup6967,Big Spring Bucks,3,1,53,53
630,tribaljedi,Indy Racers,3,1,55,55
631,Goodking,Fuzzy Moogs,3,2,98,27
632,KC_Royal_Red,Kansas City Smoke,3,2,289,52
633,petrichor_PCK,Punxsutawney Pandas PCK,3,3,127,34
634,crouton215,Chicago Crouton Crushers,3,3,133,22
635,xXPooSnakeXx,Portland Franks,3,3,194,13
636,RAM24,Blackstone Miners,3,3,196,14
637,Delfin,Old Gods of Asgard (PCK),3,3,236,27
638,akap2010,Olney Squirrels,3,3,242,30
639,ianofalltrades,Paso Robles Powerhouse,3,3,274,85
640,sean11g,Orlando Dreams,3,3,511,36
641,Shuggy101,Edinburgh Eagles,3,4,212,12
642,Krap8,Delmarva Shorebirds,3,4,218,34
643,KRAP3,Trexlertown Thunder Bears,3,4,259,53
644,fl0wers,Minneapolis Dontchaknows,3,4,296,45
645,RamblinSoL,Ramblin Wreck,3,5,196,15
646,Anteaterpadre,Miramar Flying Tigers,3,5,441,36
647,crouton1971,Tennessee Tornado Bats,3,5,459,44
648,agile,Chicago Exploding Whales,3,5,606,11
649,BlueBaldric,Atlantis Ancients,3,5,627,39
650,textilemonster,Kokomo Automakers,3,6,407,22
651,bken,Highland Horned Frogs,3,6,576,30
652,Kaigo,McCann McNeils,3,7,502,25
653,twinndaddy,OBX Waveriders,3,7,507,22
654,Totaro,Kotonoha Akanetics,3,7,681,40
655,dwhit110,Indianapolis Clowns,3,8,575,23
656,tmccubbin,Kerrville Antlers,3,8,868,38
657,bwburke94,Burke Lookouts,3,9,708,32
658,yankeecpt,Syracuse ShortBus,3,11,726,29
659,Kickster23,Keystone Heights Killers,3,14,1247,34
660,SNHED,Starfleet RedshirtsPCK,3,15,676,17
661,eggplantparmesan,Eggplant Parmesan,3,17,1888,39
662,barasui,MAPO Gorolt,3,18,2145,24
663,Joshography,- I GOT YOUR SIX - - IGY6 -,2,2,55,24
664,ktoering,OOTP 26 Imperfects TTC,2,2,84,37
665,JJSKI1023,Tucson The Dirty T,2,2,91,27
666,the_k_man_2,Aumsville Ants,2,2,105,41
667,aughts10367,Windy City Southside Pale Hose TTC,2,3,209,41
668,CaseyP,Henerville Hippos,2,3,273,71
669,FlagOfUlysses,People's Red Army,2,3,364,111
670,ToxicTerry,Preston Port Rats,2,4,240,49
671,pavspurs,Seoul Kagereru Oidemase Festive,2,4,252,36
672,DodgeeBaller,Dodge City Dynamos,2,4,267,43
673,arthurbangs,Trollskull Alley Irregulars,2,4,290,37
674,rrajeevy,New York Jackhammers,2,4,291,30
675,Scorey,Marengo Dimes,2,4,471,43
676,RoscoBosco,Marengo Mayhem,2,4,498,35
677,Quiddle,Longview Lumberjacks,2,5,305,27
678,chase348,Isleton Tigers,2,6,777,30
679,haynhuss,Wailuku Hurricanes,2,7,383,29
680,Mysttornado,STMDB EXPOS,2,9,681,39
681,huntedsours,Seoul Heroes,2,9,974,27
682,tpyufejp,Mucha Fat Cat Fat Cat,2,9,986,43
683,populargoat,Merritt Island Yachters,2,10,1093,53
684,billk23,Hanover Hammers,2,11,1349,39
685,MistaD72,Hamilton Ding Jackers,2,14,1452,42
686,ErieLive,Montreal Expos TTC,2,19,1882,35
687,x23jE,x23jE x23jE,1,1,17,17
688,Godfather4343,Climax Knights,1,1,25,25
689,T-Minus,NCTC Lions,1,1,25,25
690,frankniro6,Milford Townies,1,1,25,25
691,adamhansolo,Moon Men,1,1,28,28
692,Scabby_Taint,Tainted Texans,1,1,30,30
693,batt27,Felton Plunkers,1,1,33,33
694,oooff,Blue-gray Gnatcatchers,1,1,34,34
695,eddythejet,Johnstown Johnnies,1,1,36,36
696,Woody85,Eugene Anglers,1,1,42,42
697,Bbarnett98,Reston Wranglers,1,1,47,47
698,Elite_Czar,Lawrence Lions,1,1,48,48
699,nevermind,Oslo Fightin' Vegans,1,1,50,50
700,MikeAnhingas,Jacksonville Suns,1,1,54,54
701,shaderaith,Poulsbo Vikings,1,1,54,54
702,Ekim2410,Earthly Aliens,1,1,55,55
703,Kavon97,Nova Stars,1,1,65,65
704,Dawgz,Tequila Mockingbirds,1,1,70,70
705,Briar,Bumpass Donkeys,1,1,86,86
706,tommyhoogy,Puget Sound Giant Pacific Octopi,1,1,96,96
707,Trenchgun,Homestead Greys,1,1,97,97
708,WeedinMaine,Sabattus Maine Phanatics,1,1,105,105
709,admiralrpi,Poplar Bluff Admirals,1,1,107,107
710,jjh471,Connecticut Not Loud People,1,1,108,108
711,BeantownBro,Beantown Bros,1,1,123,123
712,boredmetsfan,Beacon Falls Wet Bandits,1,2,86,26
713,OtmarCervenka,St. Louis Battlehawks,1,2,103,34
714,Dal8847,Grand Rapids Warriors,1,2,104,17
715,Brayden15,Long Island Ducks,1,2,110,28
716,Stoli406,Casas Adobes Red Foxes,1,2,115,45
717,theconstantlaw,Delaware Blue Hens,1,2,127,37
718,raithshade,Ryansville Ryans,1,2,128,55
719,thaines,Jamestown Highlanders,1,2,141,42
720,tmichaels123,St. Peluso Spidermonkeys,1,2,147,35
721,schmoova2,Ocean City Crab Rave,1,2,148,41
722,jays4life,Montreal Expos,1,2,148,45
723,paochs,The Lou Blues,1,2,153,31
724,flyer48,St. Charles Aces,1,2,161,48
725,Kynan360,Gettysburg Gophers - HotL,1,2,248,64
726,MemeManFlan,Fitchburg Falcons,1,2,301,77
727,BuchsMets,Queens 86ers TTC,1,3,140,20
728,JACKDADI,Fredericton Brick Squad,1,3,162,40
729,J1A19P5,Calgary Vipers,1,3,168,37
730,DocBear,Knockemstiff Golden Horde,1,3,170,19
731,JSW123,Melbourne Criminals,1,3,200,43
732,tay_cummins,Boulder Buffs,1,3,204,25
733,hawkeyemba,Hawkeye Hellraisers,1,3,210,41
734,hppppy,Lindy Hops,1,3,229,41
735,areyoutyler,Los Angeles Dodgers,1,3,235,38
736,Cajun007,Prarie Cowboys,1,3,243,19
737,petyrgozinya,Chesapeake Bay Retrievers,1,3,245,18
738,Broadstlegends,Gettysburg Federals,1,3,273,47
739,yazfan67,Westborough WooSox,1,3,298,35
740,joelszak,Sedona Sky Readers,1,3,304,60
741,Gnoozhe,Buhl Awesome Snakes,1,3,307,51
742,FongQ,Taiwan No.1,1,3,336,95
743,JayhawkQ,Lawrence Royals,1,3,343,24
744,Doctor,Green Dirigibles,1,3,358,77
745,KoreanExpress,Magnolia Campfires,1,3,366,42
746,rfgh2020,Daegu Pilots,1,3,451,97
747,Airon89,THE Ohio Glory,1,3,463,69
748,hugemoon,Beijing Moon,1,3,501,127
749,randalld,New Barn Spartans,1,4,147,18
750,4forDelgado,Dawson City Nuggets,1,4,384,34
751,ssuldae,BUSAN BLUE JAYS,1,5,295,35
752,Clutschman,Alpine Strangers,1,5,409,54
753,atwarren44,Transylvania Counts,1,5,414,54
754,Burro317,Portuguese Raging Chickens,1,5,442,37
755,ManBehavinBadly,Casey 2 Cans,1,5,548,55
756,Tdubs1253,Southport Stars,1,6,401,24
757,Joetime,Dunedin Standard Poodles,1,6,533,21
758,CoachSeering,Illinois College Blueboys,1,6,644,58
759,jvanwinkle72,Jacksonville Cardinals,1,6,760,62
760,setzer42,Idaho Spuds,1,6,840,52
761,Thedeityofice-PCK,Pittsburgh Ironmen - PCK,1,6,1046,55
762,guiletrud190,Longueuil Privateers,1,8,646,31
763,TheGreatBambi,1st Class Millionaires,1,8,915,89
764,dshaw47,Timbuktu Blues,1,9,400,26
765,Panzeric,Blissfield Sugarboys,1,10,994,35
766,swanman911,Richmond Tigers,1,11,1052,49
767,s1c1l1anm0bst3r,Long Island Ducks,0,1,33,33
768,JKap,Ruffian Dogs,0,1,38,38
769,burkejay,Chicago Blue Jays,0,1,38,38
770,Lastnline,Nor Cal Vibes,0,1,47,47
771,dcaframe,Wind Point Brewers,0,1,47,47
772,lonestarr,Lonestarr Eagle Fives PCK,0,1,48,48
773,Cloud87man,Songdo Eagles,0,1,49,49
774,Laval66,Forest Glen Foxes,0,1,49,49
775,TheBurg11,Stuart City Surrender Cobras,0,1,49,49
776,dedwar49,St. Lucia Pitons,0,1,49,49
777,Peltini,Tini Winis,0,1,50,50
778,DanielBougi,Ostrava Arrows,0,1,53,53
779,Grinch,Macedonia Villains,0,1,53,53
780,dpontier13,Omaha Twisters,0,1,53,53
781,jastyra,Houston Rednecks,0,1,53,53
782,Masten,Edmonds Erasers,0,1,55,55
783,Masten19,Yekaterinberg Yaks,0,1,56,56
784,akaHoudini,Hunlock Creek Phillies,0,1,59,59
785,vdog26,Universal Six7s TTC,0,1,59,59
786,MisterxDave,Scranton Tacos,0,1,60,60
787,MysterE15,Boise Hawks,0,1,63,63
788,Swift92,Calgary Hitmen,0,1,63,63
789,JDion20,Parkhurst Piranhas,0,1,64,64
790,LeeGardner,Colorado 76ers,0,1,64,64
791,QS7T,Alberta 47's,0,1,64,64
792,alesimeon,Perugia Warriors,0,1,64,64
793,thekid1919,Somewhat Damaged,0,1,65,65
794,tksnow8,Seattle SuperSonics,0,1,67,67
795,Trigger017,St. Louis Sluggers,0,1,73,73
796,ncrouse7,Lonestarr Eagle Fives,0,1,74,74
797,ConnorMcCleod,Pittsburgh Cap with Egg,0,1,75,75
798,Rockstr42,North Texas Mean Green,0,1,78,78
799,ijcrichton3,Beckington Historicals,0,1,79,79
800,kanj_le_manj,Fukuoka Samurai,0,1,81,81
801,mightymorlang,Rochester Rage Hawks,0,1,82,82
802,slimkibbles,Bora Bora Beach Bums,0,1,83,83
803,Butta2050,Bellingham Legends,0,1,84,84
804,mhilgenkamp1,Fremont Tigers,0,1,90,90
805,Guancous2,Silver Spring Penguins,0,1,91,91
806,smc250,San Antonio Rockets,0,1,91,91
807,Jojorabbit21,Football Manager 2012,0,1,92,92
808,cmanahan525b,Tulsa Drillers,0,1,92,92
809,bmaahs1,Tampa Cubbies TTC,0,1,108,108
810,tstack,Northern Indiana Navigators,0,1,108,108
811,martye88,Secaucus Doggies,0,1,111,111
812,poguemahone81,Greenville Airhogs,0,1,111,111
813,IDontEverLose,Ottawa IDontLose,0,1,113,113
814,Fredmerkle,Lynn Cactuars,0,1,115,115
815,juicemoya,San Francisco Mouth Pounders,0,1,116,116
816,TeddyO,Joe Buck Yourself,0,1,119,119
817,HippoPlaysBaseball,Puyallup Bloat,0,1,120,120
818,brainer1023,Charlotte Giants,0,1,121,121
819,mcmiller999,Hagerstown Hellgramites,0,1,122,122
820,Chaotic903,Kansas City Monarchs,0,1,123,123
821,cryptokurt,Bitcoin City Bulls,0,1,123,123
822,Pray333,TheBest Pray,0,1,124,124
823,Rumps,Marz Martian,0,1,124,124
824,goclippers2,Atlanta Jaspers,0,1,124,124
825,Albured,Philadelphia Phillies,0,1,125,125
826,kanady_steve,Fort Hood Lancers,0,1,126,126
827,luissalasb17,Twin Peaks Pinguinos,0,1,127,127
828,stevetams1965,Davenport Westsiders,0,1,127,127
829,diddler69,Oakland Bandits,0,1,128,128
830,pauldouglas1973,chicago cubbies pauly,0,1,128,128
831,matsustrak3,Borocay Bombardiers,0,1,199,199
832,Cap_Dew,Carolina Sasquatch,0,1,212,212
833,andhud,Angkor Koupreys,0,1,230,230
834,mcolhoun,I Love NY TTC,0,1,234,234
835,TheSlugfather,Dallas Skyline Sluggers-CG,0,1,243,243
836,Tek15,Ottawa HammerhE6ds,0,1,245,245
837,shootthePCK,Connecticut Critters,0,1,251,251
838,Iristhomas1994,Sanford Spinners,0,1,252,252
839,jimmynova,Arizona Shade,0,1,255,255
840,theroc44,New York Titans,0,2,127,47
841,Footie75,Carbonear Devil Dogs,0,2,152,35
842,hdpoe,Boxted Thunderbolts,0,2,164,77
843,Mike_Hunt,Detroit D-Bags,0,2,165,61
844,dodgerblue42,Sandpoint Sasquatch,0,2,171,73
845,bababooey4,Baltimore Bababooey's,0,2,176,64
846,hossrulz,Compton Chronic,0,2,177,81
847,robadge,Dover Dandies,0,2,182,71
848,eddyjets,Lineville Ducks,0,2,188,64
849,bobbaroo814,Petosky Penny Whistlers PCK,0,2,191,67
850,No_Moneyball,Oakland Athletics,0,2,201,79
851,jabroo1228,Clearwater Phillies,0,2,201,81
852,Jacket1515,Sixes Tornadoes,0,2,204,94
853,skjung1998,Loughborough Ducks,0,2,210,82
854,Bradeh,Sierra Vista Apaches,0,2,210,91
855,hexoiden,Boston Curves,0,2,219,93
856,Thicketcat,Mt Lookout Locos,0,2,229,107
857,ssanger1974,Southside Hitmen - HOTL,0,2,260,105
858,wkelly73,Fort Worth Garrison,0,2,270,121
859,cakh5050,China ICBMs,0,2,273,119
860,gricky_grimez,Culver City Glizzies,0,2,283,44
861,ParzAttacks,Rose City Rogues,0,2,295,106
862,Darkshark17,Detroit P.C. Express,0,2,306,60
863,BLKush,Kushville Knights,0,2,320,116
864,NickoVermont,Cologne Rabbit Godfathers,0,2,374,127
865,Ftbls31fan,Kodiak Chiefs,0,3,146,43
866,PeJo,Nantucket Sleighriders,0,3,180,38
867,DrewPeacock,Atlantic City Surf,0,3,230,63
868,derekofferman7,Bonds Barry Bonds,0,3,241,64
869,Putnybud,Pallenville Sleepers,0,3,261,63
870,kenw62356,Low Country Gators,0,3,283,81
871,GotTheShakes,Detroit Sushi Cats,0,3,286,87
872,LMicheleS,La Quinta Bench Warmers,0,3,300,68
873,Vamplex,Ottawa Torch,0,3,317,64
874,Dserv4,Holly Springs Brewers,0,3,353,78
875,bksenior,Canasty Street Weirdos,0,3,359,60
876,IJCrichton,Beckington Badgers,0,3,361,109
877,Rayzor,Shoebox Legends,0,3,363,41
878,oreamnos,Snohomish Sea Otters,0,3,390,95
879,darkig,Seoul darkig,0,3,522,141
880,PTL0,Boise Potato Mashers,0,3,562,134
881,jk11,Orlando Blue Waves,0,3,596,182
882,sean11k,Las Vegas Gamblers,0,3,666,181
883,dbecks_89,Kitchener Kings,0,4,241,35
884,kjs97,Aurora Highlanders,0,4,350,71
885,Butang,Hanshin Tigers,0,4,354,43
886,yodaslayer24,No money spent 100 completion,0,4,370,81
887,FatBoy08,Story City Storm Chasers,0,4,385,56
888,krap7,Dagsboro Danes,0,4,389,77
889,heathdg,Slightly Crushed PCK,0,4,420,89
890,StoneyPenguin20,Lincoln Mets,0,4,661,52
891,bongtana,bongtana bongtana,0,4,676,128
892,froggy8289,Carpentersville Silver Hawks,0,5,816,102
893,Junasox,Montrose Cobblers,0,6,526,54
894,Evno,Tyler Thumbsmashers,0,6,547,41
895,yuzuru4,SSG Landers,0,6,582,58
896,TheWriter,Milwaukee Butchers,0,7,441,60
