//Rank,User,Team,Points,Played,Combined,Best
504,solorush,Sammamish Totems,7,18,928,21
505,MysterE15,Boise Hawks,6,1,7,7
506,docox388,Twin City ThunderBirds,6,1,12,12
507,FongQ,Taiwan No.1,6,1,15,15
508,MikeAnhingas,Jacksonville Suns,6,2,53,12
509,tpyufejp,Mucha Fat Cat Fat Cat,6,2,132,11
510,ssuldae,BUSAN BLUE JAYS,6,3,119,10
511,Bradeh,Sierra Vista Apaches,6,3,145,12
512,yuzuru4,SSG Landers,6,3,160,24
513,ItzNorCally,Humboldt Bay Clams,6,3,222,8
514,sean11g,Orlando Dreams,6,3,263,15
515,stevetams,Mesa Soler Socks,6,4,209,7
516,reddirtdodger,Norman Land Thieves,6,5,412,14
517,Totaro,Kotonoha Akanetics,6,7,313,22
518,ManBehavinBadly,Casey 2 Cans,6,7,383,20
519,pats1776,Somerset Patriots,6,7,468,22
520,Areme,Costa Rica Coconuts,6,8,421,14
521,jsitko1,Belmont Biscuits,6,8,534,18
522,DarylUCLA,UCLA Bruins - BFF,6,9,660,21
523,Dylan1990,Deep 13 Mad Scientists,6,11,593,9
524,BusterGrey,Seattle Stealth,6,14,1099,20
525,Guancous2,Silver Spring Penguins,6,15,896,23
526,Orion133,Bristol Beacons,6,20,798,17
527,apkaufman,Cleveland Fighting Walleye,6,29,1688,10
528,dougdascenzo,Fletcher Froggers,6,35,1920,21
529,hawkeyemba,Hawkeye Hellraisers,5,4,153,23
530,XCRunners,Jeepville Wranglers,5,5,208,24
531,derekofferman7,Bonds Barry Bonds,5,6,241,27
532,jays4life,Montreal Expos,5,6,249,24
533,EricByrnes,False Hustle,5,6,367,20
534,JMDJR1,Billstown Fightins (F2P),5,7,441,15
535,Gunsmoke,Aberfeldie Falcons,5,7,457,27
536,brian1zvx,Raheny Robins,5,8,576,20
537,JRobs42,Tewksbury Minutemen,5,8,584,32
538,randycapps,Four Oaks Rebels,5,10,707,24
539,thaines,Jamestown Highlanders,5,10,747,33
540,mikescott25,Kentucky Headhunters,5,11,815,15
541,Panzeric,Blissfield Sugarboys,5,11,908,15
542,huntedsours,Seoul Heroes,5,12,945,29
543,rrajeevy,New York Jackhammers,5,13,969,28
544,Brent3232,BYU COUGARS,5,15,676,12
545,dougthecanuck,Greenisland Blue Jays,5,16,691,10
546,KoreanExpress,Magnolia Campfires,5,18,1170,10
547,bmaahs,Tampa Dumpster Fire TTC,4,3,77,9
548,pken5,Allentown Tiger Cats,4,3,156,22
549,OpTiamBlitZ,Charlotte Eagles,4,3,160,15
550,pken2,South Bend Pugilistic Paddies,4,3,185,32
551,dbecks_89,Kitchener Kings,4,4,126,11
552,raithshade,Ryansville Ryans,4,4,184,32
553,Cheesetruck25,Adidas Nylon Pants,4,4,286,25
554,baseballjuice4254,East Troy Trojans,4,4,292,15
555,RealVanillaGorilla,Epic Furries,4,5,255,9
556,Joetime,Dunedin Standard Poodles,4,5,291,26
557,Sulha,Anyang Baekho,4,5,320,31
558,andhud,Angkor Koupreys,4,5,407,20
559,Broadstlegends,Gettysburg Federals,4,5,426,18
560,GotTheShakes,Detroit Sushi Cats,4,6,319,14
561,RQIII,Buffalo Braves,4,7,316,14
562,PeJo,Nantucket Sleighriders,4,7,351,23
563,rhammondinho,Milwaukee Milkmen,4,7,514,13
564,MMCOLDAGAIN,City Hospital Doctors,4,7,584,18
565,bwburke94,Burke Lookouts,4,8,459,20
566,CloveDistrict2,Paris Armada,4,8,541,18
567,Dread,Marble Mallards,4,9,542,30
568,StoneyPenguin20,Lincoln Mets,4,9,642,17
569,CoachSeering,Illinois College Blueboys,4,9,647,36
570,Burro317,Portuguese Raging Chickens,4,9,838,19
571,jabroo1228,Clearwater Phillies,3,1,9,9
572,GJPulles,Folsom Wolves,3,1,13,13
573,matsustrak3,Borocay Bombardiers,3,1,18,18
574,eddienwonton,Alhambra Moors - HotL TTC,3,1,22,22
575,slider915,Middie Bears,3,1,28,28
576,J1A19P5,Calgary Vipers,3,1,29,29
577,Sivloc,St.Louis Cardinal Legends,3,1,29,29
578,AceBrainteaser,Pop's Volcanos,3,2,74,15
579,TacocaT371,Monterey Jacks,3,2,75,30
580,The-Answer,Anaheim Angels,3,2,127,17
581,astory2go,Rock County Stratocasters,3,2,136,31
582,Ftbls31fan,Kodiak Chiefs,3,3,117,11
583,chicoguilbault,Colt Pythons,3,3,154,29
584,krap4,Salisbury Wild Riders,3,3,220,18
585,jk11,Orlando Blue Waves,3,3,234,21
586,Strifeknot,Wokingham Night Shift,3,3,238,23
587,ItsLolgical,Siloam Springs Brookrunners,3,4,305,14
588,boomer70,Winnipeg Golden Knights,3,5,350,19
589,mosesk,Louisville Scarlett,3,5,443,30
590,jjhels,OKC Black Bears,3,6,231,20
591,hexoiden,Boston Curves,3,6,428,35
592,crouton1971,Tennessee Tornado Bats,3,6,447,40
593,oaky,Ye Ye,3,6,485,43
594,Weaklink1965,Woodstock Storm,3,6,517,18
595,bongtana,bongtana bongtana,3,6,552,27
596,jkmoney044,Fresno Fupas,3,7,333,17
597,MajorWager,Amish Adjacent Time Travelers,3,7,460,16
598,ConnorMcCleod,Pittsburgh Cap with Egg,3,9,707,37
599,doc,K-STATE BATCATS,3,11,690,32
600,maverickrls,Brooklyn Big E's,3,12,1039,38
601,deldah35,Bedford Phillies,3,14,996,19
602,hui,Taiwan Taipei,3,15,1512,27
603,JuliusR,Green Mt Boys,2,2,79,32
604,ArmandBaseball,Jacksonville Cthulhu,2,2,85,32
605,Jojorabbit21,Football Manager 2012,2,2,92,39
606,Jdfrompd,TTV JDFROMPD,2,2,112,49
607,dmacgreg37,Notre Dame Fighting Irish,2,3,114,20
608,boredmetsfan,Beacon Falls Wet Bandits,2,3,162,19
609,KRAP2,Hersham Horned Frogs,2,3,197,34
610,thestormbacca,Detroit Wookies,2,3,219,60
611,sean11k,Las Vegas Gamblers,2,3,221,35
612,campbell1112,New Platson Grand Petites,2,4,138,19
613,Snake_Plissken,Kingsport Ancients,2,4,162,23
614,tksnow8,Seattle SuperSonics,2,4,262,33
615,Hi_clutch,City Cows,2,5,394,48
616,tommyhoogy,Puget Sound Giant Pacific Octopi,2,5,415,44
617,FatBoy08,Story City Storm Chasers,2,6,265,27
618,johngon,LAKE JACKSON BIG STICKS,2,6,269,31
619,alesimeon,Perugia Warriors,2,6,380,19
620,Cajun007,Prarie Cowboys,2,6,423,39
621,PhatDoinks,Pittsburgh PowerHAUSE,2,7,452,22
622,lightmoon,Spite Store Hoot Owls,2,7,491,21
623,froggy8289,Carpentersville Silver Hawks,2,7,556,38
624,Dernatron26,Hobbiton Hobbits,2,7,589,60
625,Trigger017,St. Louis Sluggers,2,11,565,18
626,Thedeityofice-PCK,Pittsburgh Ironmen - PCK,2,11,976,55
627,chartle85,Clear Spring Blazers,2,13,1345,52
628,cryptokurt,Bitcoin City Bulls,2,16,1016,23
629,googs78,Allegheny Foresters,2,20,1937,64
630,Alvinpaul24,Wash Park Ringers PCK,1,1,17,17
631,EthanAllen,Green Mountain Boys,1,1,18,18
632,dpontier13,Omaha Twisters,1,1,18,18
633,Versace1978,Ratchet City Trash Pandas,1,1,19,19
634,supernoah,Vancouver Pilots,1,1,19,19
635,bronxbombers98,Beetle's Boppers,1,1,20,20
636,cakester5000,Montana Cakester,1,1,22,22
637,sevenarrows,Redwood Skyhawks,1,1,29,29
638,jizner22,St. Louis Grandmas,1,1,31,31
639,x23jE,x23jE x23jE,1,1,31,31
640,Boom-Boom,Anchorage Sky Hawks,1,1,36,36
641,Norejus,Lovecraft City Werewolves,1,1,39,39
642,agarris1,Sticky Bats,1,1,51,51
643,WeedinMaine,Sabattus Maine Phanatics,1,1,53,53
644,IJCrichton,Beckington Badgers,1,1,57,57
645,areyoutyler,Los Angeles Dodgers,1,1,61,61
646,Luth,Richfield Typewriters,1,1,63,63
647,miketx56,Borger Busch Slammers,1,1,64,64
648,Iristhomas1994,Sanford Spinners,1,2,63,25
649,bizniff,Claude City Octopi,1,2,77,22
650,frogboutique,Longmont Catboys,1,2,80,23
651,txtomster,Anderson (TX) Red Raiders,1,2,81,28
652,bdcable1,Cibolo Anklebiters,1,2,119,35
653,Reidwk,Lakeland Titans,1,2,126,38
654,arejujas,Fusion M Asere QueBola,1,2,135,61
655,rokular01,Youngstown Ironmen,1,2,144,28
656,PTL0,Boise Potato Mashers,1,2,146,54
657,ifeelnormal3,Keller Generals,1,2,151,56
658,Kickster23,Keystone Heights Killers,1,2,152,26
659,dwhit110,Indianapolis Clowns,1,2,159,55
660,Doctor,Green Dirigibles,1,2,168,61
661,drudonohue,Carlos Chaos Cats,1,2,181,59
662,Scorey,Marengo Dimes,1,3,114,17
663,chase348,Isleton Tigers,1,3,172,51
664,shaderaith,Poulsbo Vikings,1,3,185,59
665,Icdragon13,Cleveland Fossils,1,3,201,47
666,Ballspiker,Bainbridge Badasses,1,3,285,55
667,DNX,North Dakota Fighting Sioux,1,3,303,61
668,mcmiller999,Hagerstown Hellgramites,1,4,186,30
669,cjbaseball11,Utopia Skywalkers,1,4,362,59
670,pavspurs,Seoul Kagereru Oidemase Festive,1,4,366,64
671,BeantownBro,Beantown Bros,1,4,368,27
672,DocBear,Knockemstiff Golden Horde,1,5,220,19
673,mppavese,Las Vegas Gamblers,1,5,363,27
674,netherwarden,Moria Miners,1,5,388,51
675,NickoVermont,Cologne Rabbit Godfathers,1,5,406,50
676,guiletrud190,Longueuil Privateers,1,6,342,32
677,Elite_Czar,Lawrence Lions,1,6,459,36
678,s1c1l1anm0bst3r,Long Island Ducks,1,6,475,39
679,haynhuss,Wailuku Hurricanes,1,8,496,41
680,aaronreilly3,Toms River Barons,1,9,613,20
681,Delfin,Old Gods of Asgard (PCK),1,9,981,64
682,Gabagul,Taylor Ham Sandwiches,1,10,911,58
683,Housebuster,Charlotte Horsemen,1,13,975,33
684,orioles,Bel Air Orioles,0,1,33,33
685,rfgh2020,Daegu Pilots,0,1,34,34
686,qm3125,Dungeon Meshi Marcille,0,1,37,37
687,Germany_Venom,Ratingen Goose-Necks,0,1,38,38
688,chelsea0011,Rockland Surf,0,1,38,38
689,The_K_Man,Aumsville Abyss,0,1,40,40
690,burkejay,Chicago Blue Jays,0,1,41,41
691,Grish,Walter's Johnsons,0,1,42,42
692,petyrgozinya,Chesapeake Bay Retrievers,0,1,43,43
693,40Calhoun,Charleston Sand Gnats,0,1,45,45
694,mrconce,Great Lakes Loons,0,1,46,46
695,Sandmd1,Encinitas Rockfish,0,1,47,47
696,Lastnline,Nor Cal Vibes,0,1,48,48
697,Thicketcat,Mt Lookout Locos,0,1,49,49
698,bmaahs1,Tampa Cubbies TTC,0,1,50,50
699,Peltini,Tini Winis,0,1,52,52
700,JJSKI1023,Tucson The Dirty T,0,1,53,53
701,sm6986,Rajasthan Rifles Rifles,0,1,55,55
702,T-Minus,NCTC Lions,0,1,56,56
703,mooon,Waterloo Vikings,0,1,56,56
704,pauldouglas1973,chicago cubbies pauly,0,1,56,56
705,TheBurg11,Stuart City Surrender Cobras,0,1,57,57
706,DanielBougi,Ostrava Arrows,0,1,58,58
707,giest,Southern Dawgs,0,1,59,59
708,ThoughtsofSeb,Westchester Warriors,0,1,62,62
709,friday0408,Boston Philosophers,0,1,62,62
710,DrewPeacock,Atlantic City Surf,0,1,63,63
711,Cheech34,Arizona Wavy Gravy,0,1,64,64
712,Lazygs,Hazlet Hellhounds,0,1,64,64
713,exhorter24,Burnwell Stars,0,1,64,64
714,jastyra,Houston Rednecks,0,1,67,67
715,jaj73,Longview Storm,0,1,69,69
716,selser80,Philadelphia Sluggers,0,1,72,72
717,moses_k,Cincinnati Melodies,0,1,75,75
718,Laval66,Forest Glen Foxes,0,1,79,79
719,Moankeymage,New Orleans Voo Doo,0,1,82,82
720,HeavyVeggie,St. John's Clockwork Oranges,0,1,86,86
721,Footie75,Carbonear Devil Dogs,0,1,92,92
722,bobbaroo814,Petosky Penny Whistlers PCK,0,1,93,93
723,PhillyTB13,Philly CheeseMisteaks,0,1,94,94
724,SamuelBaerga,New Jersey Clippers,0,1,96,96
725,Cap_Dew,Carolina Sasquatch,0,1,98,98
726,mightymorlang,Rochester Rage Hawks,0,1,100,100
727,Jblackwood87,Long Island Ducks,0,1,107,107
728,Fred_Beretta,HickoryHoller JayBirds,0,1,108,108
729,Rumps,Marz Martian,0,1,111,111
730,DGoist,Cranberry Crushers,0,1,112,112
731,orioledave,Inman O's O's,0,1,112,112
732,syaver,Carleton Place Moon Mammoths,0,1,112,112
733,kanady_steve,Fort Hood Lancers,0,1,113,113
734,TrityJ,Washington Nationals,0,1,115,115
735,usmc7789,Yonkers DevilDogNutGrinders,0,1,116,116
736,404found,Phoenix Rebrand 5,0,1,119,119
737,mfentin21,Grapevine Velocity,0,1,119,119
738,goldenvides,Halsted Hams,0,1,121,121
739,Kynan360,Gettysburg Gophers - HotL,0,1,122,122
740,cakh5050,China ICBMs,0,1,124,124
741,docnike1972,O Fallon Cubbies,0,1,124,124
742,intel8088,Dogpatch Skonks,0,1,124,124
743,Saigaman,Portland Beaver's,0,1,125,125
744,ztevans,Carolina Mudcats,0,1,125,125
745,Butang,Hanshin Tigers,0,1,126,126
746,Prophecy,Marauders TBD,0,1,126,126
747,Tek15,Ottawa HammerhE6ds,0,1,127,127
748,jetheeddy,Conemaugh Conspiracy,0,1,127,127
749,usnspecialist,Bad Intelligence,0,2,85,41
750,krashl007,Detroit Sultans of Swing,0,2,86,39
751,lewis1985,Scuderia Ferrari,0,2,91,35
752,profoundity,Saitama Nandemo,0,2,98,40
753,metalypuppies2,Little Rock Grays,0,2,120,59
754,Rothelstein,Dino Nuggets,0,2,128,64
755,Powser005,Vancouver Timbers,0,2,130,53
756,rtoro5,Gateway City Gas House Gaang,0,2,131,37
757,No_Moneyball,Oakland Athletics,0,2,144,71
758,skjung1998,Loughborough Ducks,0,2,173,82
759,edmo922,Nome Sayins,0,2,180,62
760,Thespacemaninla,Koreatown Typesetters,0,2,190,64
761,jclay31797,West Virginia Black Bears,0,2,190,64
762,BeamZ,Modesto Nuts,0,2,192,64
763,tay_cummins,Boulder Buffs,0,2,199,77
764,Weldon06,Gouverneur Destroyers-E6,0,2,205,79
765,JACKDADI,Fredericton Brick Squad,0,2,206,79
766,Rayzor,Shoebox Legends,0,2,206,87
767,Trenchgun,Homestead Greys,0,2,213,102
768,MemeManFlan,Fitchburg Falcons,0,2,247,119
769,Butta2050,Bellingham Legends,0,2,253,126
770,Brayden15,Long Island Ducks,0,3,128,39
771,Moby-Dick,Inland Empire 66ers,0,3,158,45
772,Momosomi,Seoul Super Stars,0,3,160,44
773,the_k_man_2,Aumsville Ants,0,3,192,34
774,textilemonster,Kokomo Automakers,0,3,210,51
775,Coop15,New York Knights,0,3,256,78
776,Blacktrip,Beaverton Black Wolves,0,3,271,69
777,Qortar,I2019m Rock hard,0,3,273,74
778,OBEEFE,Kent Island Sharks,0,3,278,78
779,bken,Highland Horned Frogs,0,3,296,88
780,Vamplex,Ottawa Torch,0,3,301,50
781,brandonkick613,East Meadow Acorns,0,4,318,62
782,knottaverage,Woodridge WildBois,0,4,347,41
783,rwd072059,Dothan Peanuts,0,5,265,41
784,codyjwertz,Duluth Deviled Lettuce,0,5,428,68
785,Vialabo,El Vampiro Ankle Biters,0,6,485,53
786,theroc44,New York Titans,0,6,501,39
787,Monopole,Medford Mallards,0,7,452,50
788,smc250,San Antonio Rockets,0,7,568,44
789,yodaslayer24,No money spent 100 completion,0,16,1237,36
790,Vipdad420,Berlin Speed Dealers,0,16,1802,83
