//Rank,User,Team,Points,Played,Combined,Best
503,Bigtoe26,Duluth Superiors,3,1,28,28
504,Dalepoint,Lake County Captains,3,1,28,28
505,bksenior,Canasty Street Weirdos,3,1,28,28
506,statsmonger,Punxsutawney Deja VU,3,1,29,29
507,hooper4ever,Largo Pirates,3,1,31,31
508,JamoreLoL,Compton Corgis - HotL,3,1,34,34
509,nutbunnies,New Haven Ravens,3,2,51,12
510,stevetams,Mesa Soler Socks,3,2,67,22
511,Duckaneer,Sierra Nevada Nuggets,3,2,95,47
512,283pro,Tokyo Shiny Colors,3,2,103,25
513,mikezone13,Eastwood Woodies,3,2,103,25
514,ColeTop10,Toronto Terns,3,2,117,16
515,brudeck18,Alaska Axemen,3,3,71,17
516,pken5,Allentown Tiger Cats,3,3,92,9
517,pken2,South Bend Pugilistic Paddies,3,3,106,16
518,Dugbark,Louisville Bourbons,3,3,125,10
519,Kavon97,Nova Stars,3,3,203,38
520,Broadstlegends,Gettysburg Federals,3,3,328,50
521,PhatDoinks,Pittsburgh PowerHAUSE,3,4,173,15
522,Avitt21,Fuzzy Dunlap,3,4,262,32
523,PTL0,Boise Potato Mashers,3,4,378,45
524,MMCOLDAGAIN,City Hospital Doctors,3,4,510,58
525,PitVipers,Winona Lake PitVipers,3,5,213,10
526,Tornados,STMDB CAPITALES,3,5,280,13
527,usnspecialist,Bad Intelligence,3,5,353,16
528,Stoli406,Casas Adobes Red Foxes,3,6,244,12
529,Tornade,STMDB AS,3,6,515,29
530,Bbarnett98,Reston Wranglers,3,7,426,34
531,SirPeanut,Lima Ligers,3,8,332,19
532,Doctor,Green Dirigibles,3,8,760,57
533,TheRick,Rockford Redbirds,3,8,774,14
534,ManBehavinBadly,Casey 2 Cans,3,16,1216,20
535,The_juice,Newport Gull's LE,3,16,1446,23
536,mppavese,Las Vegas Gamblers,2,2,19,9
537,hexoiden,Boston Curves,2,2,48,19
538,Bonkers25,Brooklyn Cyclones,2,2,53,14
539,usmc7789,Yonkers DevilDogNutGrinders,2,4,156,18
540,Bradeh,Sierra Vista Apaches,2,4,165,17
541,admiralrpi,Poplar Bluff Admirals,2,4,317,36
542,NZBreaks,Careless Whispers Whispers,2,4,416,56
543,tommcaudillo,The Black Freighter TBD,2,4,498,78
544,arejujas,Fusion M Asere QueBola,2,6,240,10
545,Mabukie,The Real Deals,2,6,245,19
546,haynhuss,Wailuku Hurricanes,2,6,260,17
547,AngusFrankfurter,Cherry Grove Lazer Raptors,2,6,467,21
548,swgalaxy,Scruffy Nerf Herders,2,7,743,41
549,Fabtron7,Ted Williams' Frozen Head - DGAF,2,7,823,37
550,xero1986,Clarington Coyotes,2,8,349,22
551,Doubleglaze,Roseburg River Hawks,2,8,433,18
552,mkeaveney01,Saratoga Colts,2,8,960,48
553,O_Welles,Three Mile Island Atomic Isotopes,2,9,488,27
554,NickVermont,Cologne Wrath,2,11,750,20
555,Versace1978,Ratchet City Trash Pandas,1,1,17,17
556,orioles3,Harford Orioles,1,1,19,19
557,rkluger3,Malta Fruit Loops,1,1,22,22
558,smc250,San Antonio Rockets,1,1,22,22
559,OpTiamBlitZ,Charlotte Eagles,1,1,25,25
560,Rothelstein,Dino Nuggets,1,1,28,28
561,T-Minus,NCTC Lions,1,1,29,29
562,hetubird,Pawtucket Red Sox,1,1,29,29
563,Ryanmad1,Six Nations Chiefs,1,1,30,30
564,brainer1023,Charlotte Giants,1,1,32,32
565,burkejay,Chicago Blue Jays,1,1,32,32
566,jkmoney044,Fresno Fupas,1,1,32,32
567,dmacgreg37,Notre Dame Fighting Irish,1,1,36,36
568,BeatleBoy9112,B-Town Barnstormers PCK,1,1,38,38
569,Cap_Dew,Carolina Sasquatch,1,1,41,41
570,jcomey,Albion Rounders,1,1,42,42
571,mosesk,Louisville Scarlett,1,1,42,42
572,Robman711,Milwaukee Bulletts,1,1,44,44
573,ktoering,OOTP 26 Imperfects TTC,1,1,48,48
574,ErieLive,Montreal Expos TTC,1,1,49,49
575,tstack,Northern Indiana Navigators,1,1,56,56
576,DA186,Clarkston Cougars,1,1,57,57
577,skip410,McConnellsburg Maulers,1,1,58,58
578,ErieGMv2,Erie Moon Mammoths PCK,1,1,62,62
579,Peltini,Tini Winis,1,1,76,76
580,jimmynova,Arizona Shade,1,1,122,122
581,BlueSamuraiG,Vegas Shrimp Cocktails Hot,1,1,128,128
582,dpontier13,Omaha Twisters,1,2,59,26
583,bummahoney,Malazan Bridgeburners,1,2,63,24
584,Dbsilber,Santa Monica Vikings,1,2,72,32
585,Joobacca63,Boston Papis,1,2,79,21
586,skjung1998,Loughborough Ducks,1,2,80,28
587,imwarden,Red Dirt Cowboys,1,2,90,35
588,GotTheShakes,Detroit Sushi Cats,1,2,120,26
589,parkjihyo3,sf onces,1,2,131,18
590,jaj73,Longview Storm,1,2,132,21
591,Boom-Boom,Anchorage Sky Hawks,1,2,148,62
592,Weldon06,Gouverneur Destroyers-E6,1,2,152,48
593,JMDJR1,Billstown Fightins (F2P),1,2,177,50
594,froggy8289,Carpentersville Silver Hawks,1,2,222,56
595,Moby-Dick,Inland Empire 66ers,1,3,56,14
596,csnay,Connecticut Astronomers,1,3,77,20
597,Quiddle,Longview Lumberjacks,1,3,107,20
598,VinSki,Huntington Bullsharks,1,3,140,25
599,Gunsmoke,Aberfeldie Falcons,1,3,146,28
600,Mysttornado,STMDB EXPOS,1,3,170,34
601,Ruffioo12,Baseball Team,1,3,203,41
602,cf97ab,London Tigers,1,3,205,54
603,Qortar,I2019m Rock hard,1,3,238,30
604,MajorWager,Amish Adjacent Time Travelers,1,3,265,46
605,Kynan360,Gettysburg Gophers - HotL,1,3,314,85
606,TacocaT371,Monterey Jacks,1,3,330,57
607,andy00aggie,Rockwall Ballers,1,3,419,32
608,proteins22,New Old Yankees TTC,1,3,457,71
609,ArmandBaseball,Jacksonville Cthulhu,1,3,499,30
610,Bandrezik,CLARKSTON WOLVES,1,3,547,83
611,dldl1077,Anyang 235,1,3,561,114
612,stevetams1965,Davenport Westsiders,1,4,290,43
613,davidelgin4,Lake Michigan Beach Bums,1,4,307,55
614,areyoutyler,Los Angeles Dodgers,1,4,320,32
615,martye88,Secaucus Doggies,1,4,327,50
616,mhilgenkamp1,Fremont Tigers,1,4,405,20
617,szczepam,Philly Phlyers,1,4,441,43
618,Scorey,Marengo Dimes,1,4,491,39
619,kratos9248,Casselberry Storm,1,5,245,19
620,TheWriter,Milwaukee Butchers,1,5,298,28
621,mightymorlang,Rochester Rage Hawks,1,5,434,21
622,dedwar49,St. Lucia Pitons,1,5,473,35
623,Trenchgun,Homestead Greys,1,5,682,102
624,StratMJ,Carbondale Saluki's,1,6,283,30
625,Orion133,Bristol Beacons,1,6,592,46
626,FatBoy08,Story City Storm Chasers,1,7,507,20
627,Panzeric,Blissfield Sugarboys,1,7,646,35
628,bongtana,bongtana bongtana,1,7,932,52
629,Joetime,Dunedin Standard Poodles,1,8,931,20
630,The_K_Man,Aumsville Abyss,1,9,662,42
631,sasso,Mooresville Hyons,1,11,477,24
632,sdrater,Montreal Expos,1,12,1177,30
633,jerseymk,Ocean City Islanders,0,1,20,20
634,Butang,Hanshin Tigers,0,1,25,25
635,Joe_Charboneau2,Huatulco Tacos,0,1,32,32
636,JJSKI1023,Tucson The Dirty T,0,1,35,35
637,JayZecch,Hilltop Imperfect Heroes,0,1,36,36
638,syaver,Carleton Place Moon Mammoths,0,1,37,37
639,Circusham,Clover Hill Spartans,0,1,39,39
640,Circusham56,Spartan Hill Clovers-PCK,0,1,40,40
641,ecd1973,New Jersey Haymakers,0,1,41,41
642,dwhit110,Indianapolis Clowns,0,1,43,43
643,everagain,Aalter Cats,0,1,49,49
644,Rockstr42,North Texas Mean Green,0,1,52,52
645,Tamzin,Miami Tamps,0,1,52,52
646,heathdg,Slightly Crushed PCK,0,1,52,52
647,RoosterKing,West Richfield Barnstormers,0,1,53,53
648,SamuelBaerga,New Jersey Clippers,0,1,58,58
649,JmRoto,. Roto,0,1,60,60
650,knottaverage,Woodridge WildBois,0,1,60,60
651,mcmiller999,Hagerstown Hellgramites,0,1,61,61
652,pauldouglas1973,chicago cubbies pauly,0,1,61,61
653,suggest1,Shreveport Tigercats,0,1,61,61
654,vdog26,Universal Six7s TTC,0,1,61,61
655,Rumps,Marz Martian,0,1,62,62
656,jimsteele1020,Buckeye Bombers,0,1,62,62
657,DMRich,Oakland Athletics,0,1,63,63
658,Trigger017,St. Louis Sluggers,0,1,63,63
659,sam10gle,Evermore Larpsharks,0,1,63,63
660,Jblackwood87,Long Island Ducks,0,1,64,64
661,CheesusCrust2615,Awesome Express,0,1,68,68
662,cakh5050,China ICBMs,0,1,70,70
663,barasui,MAPO Gorolt,0,1,71,71
664,Swift92,Calgary Hitmen,0,1,80,80
665,Jojorabbit21,Football Manager 2012,0,1,82,82
666,Dr_Chaps,Totskoye Nuclear Bears,0,1,87,87
667,akap2010,Olney Squirrels,0,1,88,88
668,ToxicTerry,Preston Port Rats,0,1,90,90
669,raithshade,Ryansville Ryans,0,1,93,93
670,matsustrak3,Borocay Bombardiers,0,1,98,98
671,JayhawkQ,Lawrence Royals,0,1,100,100
672,cjbaseball11,Utopia Skywalkers,0,1,104,104
673,tlasko,Cleveland Spiders - CG,0,1,104,104
674,FrankChance,Skandia Truss,0,1,106,106
675,poguemahone81,Greenville Airhogs,0,1,106,106
676,Dread,Marble Mallards,0,1,113,113
677,metalypuppies2,Little Rock Grays,0,1,115,115
678,Swanson_Spitshines,Indy Steakmen,0,1,117,117
679,Germany_Venom,Ratingen Goose-Necks,0,1,118,118
680,Bjriand,Chihuahua Crickets,0,1,119,119
681,LMicheleS,La Quinta Bench Warmers,0,1,119,119
682,fussmucker,PA Freedom,0,1,119,119
683,Edezaris,New York Knights,0,1,120,120
684,JoeQuills,Philadelphia Unathletics,0,1,121,121
685,PhillyTB13,Philly CheeseMisteaks,0,1,121,121
686,docox388,Twin City ThunderBirds,0,1,124,124
687,Sniff,Charleston Walruses,0,1,125,125
688,Simmy99,Toronto Blue Jays,0,1,127,127
689,jclay31797,West Virginia Black Bears,0,1,127,127
690,sfeury73,Hoboken Redwings,0,1,127,127
691,Saigaman,Portland Beaver's,0,1,128,128
692,elrune88,Mississauga Ice Dogs,0,1,128,128
693,darrylm,Edmonton Prospects,0,1,135,135
694,tkahrska,St. Paul Killer Whales,0,1,147,147
695,billk23,Hanover Hammers,0,1,165,165
696,kanady_steve,Fort Hood Lancers,0,1,167,167
697,Vamplex,Ottawa Torch,0,1,195,195
698,baesdad,Arkansas Assassins,0,1,220,220
699,the_k_man_2,Aumsville Ants,0,1,224,224
700,bmaahs,Tampa Dumpster Fire TTC,0,1,230,230
701,ilikesports2,Narragansett Wave,0,1,234,234
702,Sneaky_Ghosty87,Brisbane Drop Bears,0,1,239,239
703,royberroa03,Poscast Meaningless Things,0,2,70,31
704,reddirtdodger,Norman Land Thieves,0,2,85,34
705,PeJo,Nantucket Sleighriders,0,2,87,35
706,stan-theman,Chesapeake Bay Shoremen,0,2,94,37
707,bucknasty23,Erie Gorillas,0,2,102,45
708,slider915,Middie Bears,0,2,115,55
709,campbell1112,New Platson Grand Petites,0,2,120,56
710,Cloud87man,Songdo Eagles,0,2,125,36
711,Placentaur,Bushwick Performative Males,0,2,145,64
712,BeantownBro,Beantown Bros,0,2,145,66
713,guiletrud190,Longueuil Privateers,0,2,156,64
714,goteamgo,Seattle Pilots,0,2,158,68
715,BeamZ,Modesto Nuts,0,2,191,63
716,torvald7890,Deadwood Punch and Judys TTC,0,2,217,104
717,OBEEFE,Kent Island Sharks,0,2,272,92
718,tpyufejp,Mucha Fat Cat Fat Cat,0,2,276,137
719,Tek15,Ottawa HammerhE6ds,0,2,309,124
720,Clintonstain,Oklahoma City Outlaws,0,2,314,64
721,pavspurs,Seoul Kagereru Oidemase Festive,0,2,320,98
722,HeyMelo27,Worcester Portugees,0,3,75,22
723,Delfin,Old Gods of Asgard (PCK),0,3,136,41
724,easyriko,Rikoville Rikostars,0,3,235,63
725,CoachSeering,Illinois College Blueboys,0,3,382,70
726,Evno,Tyler Thumbsmashers,0,3,402,59
727,smileyfacejane,Fargo Fielders,0,3,510,126
728,hugemoon,Beijing Moon,0,3,540,139
729,RoscoBosco,Marengo Mayhem,0,3,685,221
730,Iristhomas1994,Sanford Spinners,0,4,273,41
731,jizner22,St. Louis Grandmas,0,4,518,51
732,FlagOfUlysses,People's Red Army,0,4,683,110
733,Donlooky,York Revolution,0,5,295,39
734,austin09,Presidential Naptime,0,5,353,29
735,DIamondGirl,Sunnyvale Bottlekids,0,5,574,60
736,NickoVermont,Cologne Rabbit Godfathers,0,8,637,33
737,Expos1969,Lachute Laurentides,0,9,406,33
