//Rank,User,Team,Points,Played,Combined,Best
499,iamnumber494,Castelia City 494s,7,8,330,12
500,haynhuss,Wailuku Hurricanes,7,8,413,5
501,borischarly,Chilliwack Chiefs,7,9,663,19
502,PSYCHOG,Fishhawk Freedom,7,10,460,18
503,Joobacca63,Boston Papis,7,10,756,24
504,Edezaris,New York Knights,7,11,832,13
505,Doctor,Green Dirigibles,7,11,1549,14
506,Vuroth,Montreal Royals,7,14,578,14
507,Jhaelen,Milwaukee Milkmen,7,14,723,16
508,Dono43,Corio Tigers,7,14,971,9
509,jk11,Orlando Blue Waves,7,18,1868,22
510,DocBear,Knockemstiff Golden Horde,7,26,1432,21
511,Skychiefs,Syracuse Skychiefs,6,1,7,7
512,Buchs76,Atlantic City Trash Chickens,6,3,192,14
513,thatsmyboye,Scranton Parade Days,6,4,234,20
514,wxscott,Denver Bellaires,6,6,371,32
515,hexoiden,Boston Curves,6,8,436,15
516,Broadstlegends,Gettysburg Federals,6,8,573,17
517,smc250,San Antonio Rockets,6,9,742,19
518,Iristhomas1994,Sanford Spinners,6,10,578,10
519,brian1zvx,Raheny Robins,6,10,960,32
520,mikescott25,Kentucky Headhunters,6,19,1803,36
521,bdbk85,Columbus Crimson,6,20,1148,11
522,pken6,Cobham Musketeers,5,3,138,25
523,rpatti47,Jersey Devils,5,4,224,26
524,docox388,Twin City ThunderBirds,5,4,253,45
525,The_K_Man,Aumsville Abyss,5,5,265,16
526,Cajun007,Prarie Cowboys,5,6,320,23
527,KRAP2,Hersham Horned Frogs,5,6,362,13
528,Moby-Dick,Inland Empire 66ers,5,7,107,8
529,akap2010,Olney Squirrels,5,8,379,15
530,duckworth92807,So Cal Spicy Srirachas,5,10,384,11
531,crouton1971,Tennessee Tornado Bats,5,11,788,26
532,selmes12,Jager Meisters,5,11,1025,20
533,jjh471,Connecticut Not Loud People,5,14,643,14
534,dshaw47,Timbuktu Blues,5,15,983,19
535,Mysttornado,STMDB EXPOS,5,15,1105,20
536,StoneyPenguin20,Lincoln Mets,5,15,1387,30
537,Avitt21,Fuzzy Dunlap,5,15,1454,38
538,MattHart11,Appleton Fire Ants,5,18,1067,14
539,Fourscore4,Smyrna Stooges,4,2,35,10
540,CptKegLeg,St. George Dukes,4,2,36,16
541,thekid1919,Somewhat Damaged,4,2,41,19
542,283pro,Tokyo Shiny Colors,4,2,107,17
543,Calis,New York Brownies,4,3,121,12
544,Itealo55,Itealo GameGetters,4,3,159,19
545,ConnorMcCleod,Pittsburgh Cap with Egg,4,3,251,54
546,chelsea0011,Rockland Surf,4,3,310,27
547,Frosty24,Chicago Cubs,4,5,436,18
548,Thedeityofice-PCK,Pittsburgh Ironmen - PCK,4,5,638,46
549,pken5,Allentown Tiger Cats,4,6,311,13
550,Fheee,Huntsville Sweet Biscuits,4,6,489,30
551,Tornade,STMDB AS,4,7,275,14
552,PitVipers,Winona Lake PitVipers,4,7,415,20
553,Blutester1959,Taylor Street Lappers,4,8,728,63
554,BuchsMets,Queens 86ers TTC,4,9,280,12
555,davidelgin4,Lake Michigan Beach Bums,4,9,906,15
556,kanady_steve,Fort Hood Lancers,4,9,1147,13
557,Karlzab,Lamigo Monkeys,4,10,870,49
558,textilemonster,Kokomo Automakers,4,11,802,16
559,Dalepoint,Lake County Captains,4,12,612,25
560,jabroo1228,Clearwater Phillies,4,12,848,27
561,Reidwk,Lakeland Titans,4,13,1810,30
562,CloveDistrict2,Paris Armada,4,14,711,23
563,txtomster,Anderson (TX) Red Raiders,4,14,1699,32
564,Donlooky,York Revolution,4,23,2300,41
565,kjs97,Aurora Highlanders,4,24,2199,17
566,DarkChaosGaming,Tulsa Goldies,3,1,12,12
567,Swift92,Calgary Hitmen,3,1,12,12
568,thetuchman,AFC Richmond,3,1,17,17
569,chha1998,Tokyo Trail Blazers,3,1,33,33
570,Fredmerkle,Lynn Cactuars,3,2,63,7
571,darrylm,Edmonton Prospects,3,2,74,19
572,Orion133,Bristol Beacons,3,2,131,32
573,vbjb,Eagle Idaho Hawks,3,2,150,51
574,bken,Highland Horned Frogs,3,2,239,27
575,bababooey4,Baltimore Bababooey's,3,3,130,19
576,brudeck18,Alaska Axemen,3,3,137,34
577,404found,Phoenix Rebrand 5,3,3,294,14
578,BigDonkey,Triad Junkies,3,3,297,32
579,Kynan360,Gettysburg Gophers - HotL,3,4,266,48
580,paochs,The Lou Blues,3,4,408,19
581,apelikejay,ApeLike Apes,3,5,386,30
582,goldenvides,Halsted Hams,3,5,518,17
583,eatemuptigers,Motor City Kitties - HotL,3,5,699,17
584,ThePhantomPoo,Aurora Angels,3,6,459,31
585,SRHurt,Oxford Strikers,3,6,745,33
586,rfgh2020,Daegu Pilots,3,6,831,96
587,TheWriter,Milwaukee Butchers,3,7,303,24
588,Coop15,New York Knights,3,7,546,23
589,Clutschman,Alpine Strangers,3,7,729,34
590,TacocaT371,Monterey Jacks,3,8,734,26
591,everagain,Aalter Cats,3,9,412,18
592,Chappel27,San Francisco Seals,3,9,799,18
593,04Monstah,John Henry Must Dye (hiS haIR),3,13,1365,23
594,Momosomi,Seoul Super Stars,3,15,1002,20
595,Nate1105,Bayou City Yard Dogs,2,2,98,38
596,chewythewookie,Detroit Wookies PCK,2,2,102,38
597,guiletrud190,Longueuil Privateers,2,3,132,13
598,Infinite,Murray Giants,2,3,208,40
599,orioledave,Inman O's O's,2,3,232,50
600,mcmiller999,Hagerstown Hellgramites,2,4,338,38
601,pken8,Fenwick Ferrets,2,4,389,41
602,JamoreLoL,Compton Corgis - HotL,2,4,413,79
603,Mohillian,Morgan Hill Vaqueros - TBD,2,4,420,34
604,Harumf,Borders Scots,2,5,197,17
605,IJCrichton,Beckington Badgers,2,5,296,26
606,hpesoj4,Manchester Queens,2,5,483,48
607,dag,Chicago Rat Finks,2,6,426,45
608,pken4,Clay Feet,2,6,515,27
609,Crazy8,Gandalf's Gryphons,2,6,722,85
610,szczepam,Philly Phlyers,2,6,799,29
611,hugemoon,Beijing Moon,2,6,974,80
612,Salamandre,Limoges Team Salamandre,2,7,803,18
613,TheRick,Rockford Redbirds,2,10,716,21
614,pavspurs,Seoul Kagereru Oidemase Festive,2,11,1267,33
615,Sandmann76,Muelheim 1976'ers,2,15,1262,23
616,Jblackwood87,Long Island Ducks,2,17,1131,32
617,Tekneek,Bethlehem Tekneek,2,23,1634,27
618,cheaplikeafox27,Westminster Crushes,2,23,1708,25
619,Monopole,Medford Mallards,1,1,10,10
620,dwhit110,Indianapolis Clowns,1,1,15,15
621,DDawson1990,Exeter Padres,1,1,16,16
622,bwsf93,Newington Nightmares,1,1,19,19
623,BugJug,Marlborough Shoemakers,1,1,21,21
624,Strifeknot,Wokingham Night Shift,1,1,26,26
625,dsslow,Diablos Rojos del Mexico,1,1,27,27
626,DrewPeacock,Atlantic City Surf,1,1,29,29
627,IJCrichton2,Beckington Bodgers - PCK,1,1,32,32
628,streamteam,Charlotte Dachshunds - GH,1,1,33,33
629,RAM24,Blackstone Miners,1,1,43,43
630,DSLFC,Liverpool Reds,1,1,44,44
631,Sivloc,St.Louis Cardinal Legends,1,1,50,50
632,findingnino,Anaheim Devils,1,1,53,53
633,pken,Scranton Miners,1,1,65,65
634,bmaahs,Tampa Dumpster Fire TTC,1,1,92,92
635,AW13,AW Bees - GH,1,1,95,95
636,Krap8,Delmarva Shorebirds,1,1,125,125
637,dpontier13,Omaha Twisters,1,2,57,28
638,DodgeeBaller,Dodge City Dynamos,1,2,64,24
639,mightymorlang,Rochester Rage Hawks,1,2,66,9
640,rkluger3,Malta Fruit Loops,1,2,71,18
641,Godfather4343,Climax Knights,1,2,83,27
642,usmc7789,Yonkers DevilDogNutGrinders,1,2,91,28
643,JJSKI1023,Tucson The Dirty T,1,2,145,38
644,JHenryWaugh,Monterey Ostriches,1,2,156,58
645,djbutler,Terrordome Knights,1,2,157,36
646,dmacgreg37,Notre Dame Fighting Irish,1,2,164,32
647,badgercd,Capri Badgers,1,2,171,52
648,billk23,Hanover Hammers,1,2,176,40
649,kanj_le_manj,Fukuoka Samurai,1,2,237,116
650,Blacktrip,Beaverton Black Wolves,1,2,264,41
651,Veste,Roaming Tortoises,1,2,301,45
652,pakardian,Genericsville Generics,1,2,325,75
653,ZaphenathPaneah717,Kentucky Thunder,1,3,130,20
654,stoli314,Charleston Dirty Birds,1,3,189,55
655,RoscoBosco,Marengo Mayhem,1,3,237,62
656,Fightnchance,Fightz Dawgz,1,3,242,67
657,stevetams,Mesa Soler Socks,1,3,272,46
658,KRAP,Ocean City Sea Turtles,1,3,344,37
659,Germany_Venom,Ratingen Goose-Necks,1,4,182,24
660,NickVermont,Cologne Wrath,1,4,187,32
661,BigRed,Big Red Machine,1,4,225,46
662,ItsLolgical,Siloam Springs Brookrunners,1,4,267,52
663,JayhawkQ,Lawrence Royals,1,4,336,22
664,jimmynova,Arizona Shade,1,5,242,36
665,Rothelstein,Dino Nuggets,1,5,389,30
666,redleggingitout,Cincinnati Skyrosas,1,5,450,41
667,Tornados,STMDB CAPITALES,1,5,643,35
668,Morganisahottie,Pensacola Blue Wahoos,1,6,423,31
669,derekofferman7,Bonds Barry Bonds,1,6,448,21
670,ManBehavinBadly,Casey 2 Cans,1,6,552,57
671,JRobs42,Tewksbury Minutemen,1,6,643,75
672,barasui,MAPO Gorolt,1,6,947,95
673,JuliusR,Green Mt Boys,1,7,351,22
674,Scorey,Marengo Dimes,1,7,718,48
675,csnay,Connecticut Astronomers,1,8,410,21
676,populargoat,Merritt Island Yachters,1,8,637,23
677,ace1231960,Halifax Hot Rods,1,9,1053,47
678,austin09,Presidential Naptime,1,10,701,13
679,aughts10367,Windy City Southside Pale Hose TTC,1,10,1264,35
680,Quiddle,Longview Lumberjacks,0,1,23,23
681,Shuggy101,Edinburgh Eagles,0,1,23,23
682,Napalys,Karmelava Jets,0,1,26,26
683,goodopinionhaver,Atlantic City PCK Boardwalk Bullies,0,1,30,30
684,Cloud87man,Songdo Eagles,0,1,31,31
685,Vamplex,Ottawa Torch,0,1,31,31
686,boredmetsfan,Beacon Falls Wet Bandits,0,1,32,32
687,chasegoblue,Huntington Beach Oilers,0,1,32,32
688,richiro33,Las Vegas Stags,0,1,32,32
689,malivion,Dewey Decimals,0,1,38,38
690,QuC,Santa Barbara Golden Gophers -BFF,0,1,40,40
691,tieio,ES Dragons,0,1,40,40
692,jfoll273,iLLadelphia Angels,0,1,41,41
693,Laval66,Forest Glen Foxes,0,1,48,48
694,GJPulles,Folsom Wolves,0,1,50,50
695,ijcrichton3,Beckington Historicals,0,1,51,51
696,MysterE15,Boise Hawks,0,1,54,54
697,Circusham56,Spartan Hill Clovers-PCK,0,1,56,56
698,fyrinor00,Beachwood Blue Hornets,0,1,56,56
699,CheesusCrust2615,Awesome Express,0,1,57,57
700,skip410,McConnellsburg Maulers,0,1,57,57
701,Peltini,Tini Winis,0,1,58,58
702,hauteguy,Santa Monica Haute Guys,0,1,59,59
703,Chaotic903,Kansas City Monarchs,0,1,60,60
704,elrune88,Mississauga Ice Dogs,0,1,63,63
705,BeamZ,Modesto Nuts,0,1,64,64
706,Bigwhiff,Ahwatukee Augers,0,1,64,64
707,Trigger017,St. Louis Sluggers,0,1,64,64
708,jaj73,Longview Storm,0,1,66,66
709,APB1990,Newcastle Magpies,0,1,68,68
710,MisterxDave,Scranton Tacos,0,1,73,73
711,Expos1969,Lachute Laurentides,0,1,81,81
712,MRanz,Feasterville Tigers,0,1,84,84
713,Evilbert103,Orlando Heatstrokes,0,1,86,86
714,Ineluki,Cheswick Saxons,0,1,93,93
715,parkjihyo3,sf onces,0,1,95,95
716,uw,Montreal Maroons,0,1,97,97
717,Zeke,the knight go packers,0,1,99,99
718,MonsterMasher5,Guelph Gryphons,0,1,110,110
719,gcam62,Dirty South Hit Men,0,1,113,113
720,jastyra,Houston Rednecks,0,1,119,119
721,Joe_Charboneau2,Huatulco Tacos,0,1,120,120
722,LonestarrTTC,Arizona Yanks Up Their Sox TTC,0,1,122,122
723,FrankChance,Skandia Truss,0,1,124,124
724,hetubird,Pawtucket Red Sox,0,1,124,124
725,areyoutyler,Los Angeles Dodgers,0,1,125,125
726,cakh5050,China ICBMs,0,1,126,126
727,jclay31797,West Virginia Black Bears,0,1,126,126
728,Rumps,Marz Martian,0,1,127,127
729,tigertiger,Toronto Blue Jays,0,1,127,127
730,Cydian42,Twitter Trans Girls,0,1,128,128
731,Rockstr42,North Texas Mean Green,0,1,131,131
732,Cornelius,Kendall Diamond Cats,0,1,134,134
733,tstack,Northern Indiana Navigators,0,1,157,157
734,Creyton53,Prairie Grove Tigers,0,1,172,172
735,Thistledroyd,Manchester Camels,0,1,179,179
736,Prophecy,Marauders TBD,0,1,189,189
737,krap6,Ocean Pines Pinenuts,0,1,190,190
738,mjw1774,Waterloo Vampires,0,1,193,193
739,Dserv4,Holly Springs Brewers,0,1,208,208
740,GotTheShakes,Detroit Sushi Cats,0,1,222,222
741,hooper4ever,Largo Pirates,0,1,231,231
742,docnike1972,O Fallon Cubbies,0,1,238,238
743,Krap5,East Texas Lone Stars,0,1,242,242
744,myarmytank23,Boston Tanks,0,1,245,245
745,AZTiger98,Marana Sidewinders,0,1,250,250
746,SalTnutZ1,Kansas City Kings,0,2,55,22
747,T-Minus,NCTC Lions,0,2,55,23
748,royberroa03,Poscast Meaningless Things,0,2,55,24
749,Ekim2410,Earthly Aliens,0,2,64,24
750,campbell1112,New Platson Grand Petites,0,2,77,29
751,ztevans-ttc,Atlanta Braves TTC,0,2,82,38
752,boomer70,Winnipeg Golden Knights,0,2,96,43
753,FatBoy08,Story City Storm Chasers,0,2,97,38
754,Thicketcat,Mt Lookout Locos,0,2,98,38
755,iSmack78,Port Perry Lightning Rabbits,0,2,105,48
756,raithshade,Ryansville Ryans,0,2,108,50
757,imwarden,Red Dirt Cowboys,0,2,112,37
758,Butang,Hanshin Tigers,0,2,127,63
759,PrenSion,Seoul PrenSion,0,2,128,64
760,easyriko,Rikoville Rikostars,0,2,133,31
761,Versace1978,Ratchet City Trash Pandas,0,2,157,48
762,mastastanza,Maryville Isotopes,0,2,176,54
763,mkeaveney01,Saratoga Colts,0,2,193,76
764,AGordon1109,Grace Os,0,2,208,99
765,Tvbona,Goshen Fighting Maple Leafs,0,2,226,37
766,QS7T,Alberta 47's,0,2,252,124
767,Airon89,THE Ohio Glory,0,2,280,53
768,stevetams1965,Davenport Westsiders,0,2,294,63
769,rudyt2039,Ft Worth Oil Barons,0,2,308,63
770,LMicheleS,La Quinta Bench Warmers,0,2,310,83
771,Saigaman,Portland Beaver's,0,2,377,124
772,Lach,Mooresville Devils,0,2,417,181
773,joelszak,Sedona Sky Readers,0,3,75,18
774,ArmandBaseball,Jacksonville Cthulhu,0,3,261,52
775,thestormbacca,Detroit Wookies,0,3,266,73
776,mppavese,Las Vegas Gamblers,0,3,277,31
777,FutureLegend,Idaho Huskies,0,3,299,85
778,Ryanmad1,Six Nations Chiefs,0,3,312,58
779,Moneymanny22,Montreal Expos,0,3,343,31
780,MajorWager,Amish Adjacent Time Travelers,0,3,344,54
781,Jojorabbit21,Football Manager 2012,0,3,439,93
782,raylemon,Detroit Tigers,0,3,478,96
783,geopet,Geoville World Pets,0,3,487,118
784,NickoVermont,Cologne Rabbit Godfathers,0,3,652,188
785,the_k_man_3,Aumsville Addicts,0,4,120,28
786,usnspecialist,Bad Intelligence,0,4,214,38
787,knottaverage,Woodridge WildBois,0,4,269,39
788,SeKelly207,Med City Surge,0,4,279,45
789,Dugbark,Louisville Bourbons,0,4,342,43
790,BBraves,Bethlehem Braves,0,4,476,48
791,Weldon06,Gouverneur Destroyers-E6,0,4,514,68
792,kenr48,To Hit or Not to Hit TTC,0,4,540,93
793,Bal9907,Derby Dragons,0,4,583,24
794,JSW123,Melbourne Criminals,0,5,307,35
795,MMCOLDAGAIN,City Hospital Doctors,0,5,355,25
796,yankeecpt,Syracuse ShortBus,0,5,368,37
797,DanielBougi,Ostrava Arrows,0,5,391,41
798,Doubleglaze,Roseburg River Hawks,0,5,617,29
799,Housebuster,Charlotte Horsemen,0,6,273,33
800,dldl1077,Anyang 235,0,6,1106,138
